"subject","version","assignmentId","instructions_time","total_time","gender","s1_bonus","use_s1","write_down","comments","tr_choices","tr_rt","tr_resp","tr_resp2","tr_resp_correct","tr_resp2_correct","stamp","id"
"APRSUOQSI914E","cs_wg_rev_conf_pilot1","339ANSOTR53KHKXXUTI580531KQIK6","48594","674309","Female","497","No","No","No, it was a fun study but it is irritating me that I can't remember the last word!",NULL,NULL,NULL,NULL,NULL,NULL,"2018-09-25 22:57:27","7499"
"A1VF3WAZ8YS8K2","cs_wg_rev_conf_pilot1","3H0W84IWBK3UOJ86OU1BOXTP4JEERN","77833","928565","Female","1022","No","No","I tried to list as many words I could remember and just picked the one with the best third to last letter.",NULL,NULL,NULL,NULL,NULL,NULL,"2018-09-25 22:57:47","7500"
"AHY3YAYJLTW32","cs_wg_rev_conf_pilot1","3L2IS5HSFAJQYHD0LNZZJVAIPAINUO","120152","1408807","Male","1054","No","No","i just thought of as many words as possible and wrote one that came to mind. didn't have time for much else",NULL,NULL,NULL,NULL,NULL,NULL,"2018-09-25 22:58:05","7501"
"A2TCX20FIMNWSS","cs_wg_rev_conf_pilot1","3WOKGM4L71HS0G1WOVLS9DMGZVJO01","174595","1448908","Male","605","No","No","Six words had a K and one word had an A. I chose the shortest among the K ones.",NULL,NULL,NULL,NULL,NULL,NULL,"2018-09-25 22:58:06","7502"
"A1FCD2XCRJ2UOY","cs_wg_rev_conf_pilot1","3X65QVEQI0O4ONTFNJYKCXKNDFBLCA","163131","1433677","Male","612","No","No","I tried to visualize the words in my head",NULL,NULL,NULL,NULL,NULL,NULL,"2018-09-25 22:58:08","7503"
"A1Y6YA93AFCHPY","cs_wg_rev_conf_pilot1","3SB4CE2TJVWBV2D6HO5HHWPMKL0XA6","104692","1379073","Female","1060","No","No","I just tried to remember any word.  I did not remember the right one.",NULL,NULL,NULL,NULL,NULL,NULL,"2018-09-25 23:06:07","7504"
"A17MUXOICSH29I","cs_wg_rev_conf_pilot1","3O7L7BFSHEQHVK5NY772A5SYHP0EIS","64680","741517","Male","612","No","No","Great study! Regarding the last one, I tried to write words down that I remembered. Since I only had 20 seconds, I wrote the first word I could think of in the answer box to make sure I got some points. I didn't have enough time to find the right answer, but got something for it. ",NULL,NULL,NULL,NULL,NULL,NULL,"2018-09-25 23:50:32","7505"
"A1LKBBUJOCNQPW","cs_wg_rev_conf_pilot1","3FDJT1UU74985W2IN9ZBJR1YW0PK57","151301","956256","Male","599","No","No","I didn't have one the reason being, you put a wall of text on the same question with a timer. I have a great memory I just answered all your questions and remembered each point no paper just memory. But when you put a wall of text on a timed answer all you do is frustrate your workers. ",NULL,NULL,NULL,NULL,NULL,NULL,"2018-09-25 23:50:56","7506"
"A1S8R53T1HMPXX","cs_wg_rev_conf_pilot1","3B837J3LDOXVY2DOPPLGDEX45CRRS9","142792","1082772","Male","612","No","No","what? did i miss something?",NULL,NULL,NULL,NULL,NULL,NULL,"2018-09-25 23:54:43","7507"
"A2BJHPTPGX4P0X","cs_wg_rev_conf_pilot1","33M4IA01QG23UJZNJZR3CMEWKQJRX5","111187","815591","Female","612","No","No","I knew that three of the words had the same last three letters, so I just thought about the other two words.",NULL,NULL,NULL,NULL,NULL,NULL,"2018-09-26 00:00:08","7508"
"A1MJWY7UO3CDSM","cs_wg_rev_conf_pilot1","35L9RVQFCOJYOLRPIP4MEBDM304HU8","89832","797006","Male","605","No","No","think of the third to last letter in each word and find the one with the letter that was last in the alphabet.",NULL,NULL,NULL,NULL,NULL,NULL,"2018-09-26 00:29:02","7509"
"A2LC2DS8OH7NCA","cs_wg_rev_conf_pilot1","3I0BTBYZAXM4UU5YUIUQB4KID600Y8","60894","643589","Male","580","No","No","I was frazzled by the low time limit and surprised that I couldn't immediately think of it out of five words, so I started jotting down words and filled in the first one so I would get some credit. I remembered penguin just as the time expired. doh!",NULL,NULL,NULL,NULL,NULL,NULL,"2018-09-26 00:52:35","7510"
