subject,version,assignmentId,cond,question,question_ind,all_values,question_order,comp_check,comp_check_pass,choice,scratch,rt,stamp,id
A1HWTTN3JEUNZY,cs_wg_v3_pilot1,3LOZAJ85YDEMQZI249C2BE6L5JT2XO,test,Most vertical lines,6,"[40,90,50,50,80,80,50,80,30,70,70,50,60,60,60,90,50,90,50,80]",4,40,1,helicopter,,30022,3/21/17 19:15,1562
A1DIGREVLNOXT3,cs_wg_v3_pilot1,3WQQ9FUS6AVQZBHQFUTLW8SW8GXB8R,test,Most vertical lines,6,"[40,90,50,50,80,80,50,80,30,70,70,50,60,60,60,90,50,90,50,80]",1,20,0,MACHINE,WEDDING LADDER MACHINE,30001,3/21/17 19:16,1563
A1HWTTN3JEUNZY,cs_wg_v3_pilot1,3LOZAJ85YDEMQZI249C2BE6L5JT2XO,test,Most letters in alphabet between word's 4th and 5th letters,4,"[30,40,60,5,55,5,0,30,25,15,40,90,25,65,5,30,60,40,90,65]",5,30,0,stomach,,30017,3/21/17 19:17,1564
A1DIGREVLNOXT3,cs_wg_v3_pilot1,3WQQ9FUS6AVQZBHQFUTLW8SW8GXB8R,test,"Most letters in the set: S, G, E, F, B, N, L.",0,"[30,10,20,20,10,20,20,20,0,40,50,20,30,20,30,30,10,40,40,40]",2,30,0,LADDER,Helicopter wedding ladder,30002,3/21/17 19:17,1565
A1DIGREVLNOXT3,cs_wg_v3_pilot1,3WQQ9FUS6AVQZBHQFUTLW8SW8GXB8R,test,Most letters come after the word's third letter in the alphabet.,2,"[40,70,60,115,75,120,130,30,60,65,60,45,115,10,45,75,60,110,60,125]",3,25,1,traffic,,30002,3/21/17 19:19,1566
A1HWTTN3JEUNZY,cs_wg_v3_pilot1,3LOZAJ85YDEMQZI249C2BE6L5JT2XO,test,"Most letters in the set: T, P, O, K, I, C, H.",1,"[20,40,60,0,30,30,30,30,20,30,40,30,10,20,20,60,40,30,30,0]",6,30,1,helicopter,,30015,3/21/17 19:19,1567
A1DIGREVLNOXT3,cs_wg_v3_pilot1,3WQQ9FUS6AVQZBHQFUTLW8SW8GXB8R,test,"Most letters in the set: T, P, O, K, I, C, H.",1,"[20,40,60,0,30,30,30,30,20,30,40,30,10,20,20,60,40,30,30,0]",4,40,0,community,community structure machine,30001,3/21/17 19:20,1568
A1HWTTN3JEUNZY,cs_wg_v3_pilot1,3LOZAJ85YDEMQZI249C2BE6L5JT2XO,test,Most letters in alphabet between word's 5th and 6th letters,5,"[75,35,15,65,95,25,15,95,110,10,55,85,25,70,35,60,10,35,5,35]",7,60,0,bookshelf,,30012,3/21/17 19:21,1569
AJFVK3O1D7SPE,cs_wg_v3_pilot1,3IFS6Q0HJIKI53A5Z2R7ZMWAF0OIS7,test,Most letters before word's second letter in alphabet,3,"[0,70,35,0,40,0,85,70,70,100,70,95,20,20,70,20,95,55,70,60]",0,25,0,structure,"umbrella, stru, ladd, foot, ",30007,3/21/17 19:21,1570
AJFVK3O1D7SPE,cs_wg_v3_pilot1,3IFS6Q0HJIKI53A5Z2R7ZMWAF0OIS7,test,"Most letters in the set: T, P, O, K, I, C, H.",1,"[20,40,60,0,30,30,30,30,20,30,40,30,10,20,20,60,40,30,30,0]",1,30,1,,"football, stomach, ladder, helicopter, traffic",30007,3/21/17 19:22,1571
A1M682B2WUSYJP,cs_wg_v3_pilot1,3Y54SXRO1LMOTUIKIJLBSUG7BEPUTG,test,Most letters come after the word's third letter in the alphabet.,2,"[40,70,60,115,75,120,130,30,60,65,60,45,115,10,45,75,60,110,60,125]",0,20,0,traffic,traffic,30011,3/21/17 19:22,1572
AJFVK3O1D7SPE,cs_wg_v3_pilot1,3IFS6Q0HJIKI53A5Z2R7ZMWAF0OIS7,test,"Most letters in the set: S, G, E, F, B, N, L.",0,"[30,10,20,20,10,20,20,20,0,40,50,20,30,20,30,30,10,40,40,40]",2,60,1,helicopter,"helicopter, wedding, ",30011,3/21/17 19:23,1573
A1HWTTN3JEUNZY,cs_wg_v3_pilot1,3LOZAJ85YDEMQZI249C2BE6L5JT2XO,test,Memory,8,[0],8,100,1,"[""community"",""doorway"",""helicopter"",""bookshelf"",""football"",""stomach"",""structure"",""ladder"",""umbrella""","[""10"",""10"",""9"",""9"",""8"",""8"",""2"",""2"",""1"",""1"",""0"",""0""]",125051,3/21/17 19:23,1574
A1M682B2WUSYJP,cs_wg_v3_pilot1,3Y54SXRO1LMOTUIKIJLBSUG7BEPUTG,test,Most letters in alphabet between word's 5th and 6th letters,5,"[75,35,15,65,95,25,15,95,110,10,55,85,25,70,35,60,10,35,5,35]",1,20,0,umbrella,umbrella,30005,3/21/17 19:23,1575
AJFVK3O1D7SPE,cs_wg_v3_pilot1,3IFS6Q0HJIKI53A5Z2R7ZMWAF0OIS7,test,Most horizontal lines,7,"[50,30,70,50,70,70,80,40,10,60,70,50,60,40,60,110,30,100,60,60]",3,70,1,helicopter,helicopter umbrella structure ladder,30011,3/21/17 19:25,1576
A1M682B2WUSYJP,cs_wg_v3_pilot1,3Y54SXRO1LMOTUIKIJLBSUG7BEPUTG,test,Most vertical lines,6,"[40,90,50,50,80,80,50,80,30,70,70,50,60,60,60,90,50,90,50,80]",2,70,0,Community,"helicopterladdertrafficcommunityfootballdoorway",30004,3/21/17 19:25,1577
AJFVK3O1D7SPE,cs_wg_v3_pilot1,3IFS6Q0HJIKI53A5Z2R7ZMWAF0OIS7,test,Most vertical lines,6,"[40,90,50,50,80,80,50,80,30,70,70,50,60,60,60,90,50,90,50,80]",4,40,1,UMBRELLA,"HELICOTPER, LADDER, STOMACH, STRUCTURE UMBRELLA",30007,3/21/17 19:26,1578
A1M682B2WUSYJP,cs_wg_v3_pilot1,3Y54SXRO1LMOTUIKIJLBSUG7BEPUTG,test,Most letters in alphabet between word's 4th and 5th letters,4,"[30,40,60,5,55,5,0,30,25,15,40,90,25,65,5,30,60,40,90,65]",3,70,0,helicopter,"traffichelicopter",30025,3/21/17 19:26,1579
A1DIGREVLNOXT3,cs_wg_v3_pilot1,3WQQ9FUS6AVQZBHQFUTLW8SW8GXB8R,test,Most letters in alphabet between word's 4th and 5th letters,4,"[30,40,60,5,55,5,0,30,25,15,40,90,25,65,5,30,60,40,90,65]",5,60,0,machine,ladder helico ,30002,3/21/17 19:27,1580
AJFVK3O1D7SPE,cs_wg_v3_pilot1,3IFS6Q0HJIKI53A5Z2R7ZMWAF0OIS7,test,Most letters in alphabet between word's 4th and 5th letters,4,"[30,40,60,5,55,5,0,30,25,15,40,90,25,65,5,30,60,40,90,65]",5,30,0,football,"football, machine",30005,3/21/17 19:27,1581
A1M682B2WUSYJP,cs_wg_v3_pilot1,3Y54SXRO1LMOTUIKIJLBSUG7BEPUTG,test,"Most letters in the set: T, P, O, K, I, C, H.",1,"[20,40,60,0,30,30,30,30,20,30,40,30,10,20,20,60,40,30,30,0]",4,30,1,football,helicopter,30013,3/21/17 19:27,1582
A1DIGREVLNOXT3,cs_wg_v3_pilot1,3WQQ9FUS6AVQZBHQFUTLW8SW8GXB8R,test,Most letters in alphabet between word's 5th and 6th letters,5,"[75,35,15,65,95,25,15,95,110,10,55,85,25,70,35,60,10,35,5,35]",6,30,0,ladder,ladder football ,30001,3/21/17 19:28,1583
A1M682B2WUSYJP,cs_wg_v3_pilot1,3Y54SXRO1LMOTUIKIJLBSUG7BEPUTG,test,Most horizontal lines,7,"[50,30,70,50,70,70,80,40,10,60,70,50,60,40,60,110,30,100,60,60]",5,20,0,traffic,traffic,30012,3/21/17 19:28,1584
AJFVK3O1D7SPE,cs_wg_v3_pilot1,3IFS6Q0HJIKI53A5Z2R7ZMWAF0OIS7,test,Most letters in alphabet between word's 5th and 6th letters,5,"[75,35,15,65,95,25,15,95,110,10,55,85,25,70,35,60,10,35,5,35]",6,25,1,structure,helicopter ladder structure traffic,30011,3/21/17 19:28,1585
A1M682B2WUSYJP,cs_wg_v3_pilot1,3Y54SXRO1LMOTUIKIJLBSUG7BEPUTG,test,Most letters before word's second letter in alphabet,3,"[0,70,35,0,40,0,85,70,70,100,70,95,20,20,70,20,95,55,70,60]",6,20,1,football,"communitrafficfoo",30005,3/21/17 19:29,1586
AJFVK3O1D7SPE,cs_wg_v3_pilot1,3IFS6Q0HJIKI53A5Z2R7ZMWAF0OIS7,test,Most letters come after the word's third letter in the alphabet.,2,"[40,70,60,115,75,120,130,30,60,65,60,45,115,10,45,75,60,110,60,125]",7,25,1,football,"umbrella, structure, bookcase, traffic, helicopter, football, ",30006,3/21/17 19:29,1587
A1DIGREVLNOXT3,cs_wg_v3_pilot1,3WQQ9FUS6AVQZBHQFUTLW8SW8GXB8R,test,Most horizontal lines,7,"[50,30,70,50,70,70,80,40,10,60,70,50,60,40,60,110,30,100,60,60]",7,70,1,HELICOPTER,MACHINE COMMUNIT HELICOPTER,30001,3/21/17 19:30,1588
A1M682B2WUSYJP,cs_wg_v3_pilot1,3Y54SXRO1LMOTUIKIJLBSUG7BEPUTG,test,"Most letters in the set: S, G, E, F, B, N, L.",0,"[30,10,20,20,10,20,20,20,0,40,50,20,30,20,30,30,10,40,40,40]",7,60,1,helicopter,I can't think of a good word I haven't used before ,30007,3/21/17 19:30,1589
AJFVK3O1D7SPE,cs_wg_v3_pilot1,3IFS6Q0HJIKI53A5Z2R7ZMWAF0OIS7,test,Memory,8,[0],8,100,1,"[""machine"",""helicopter"",""bookcase"",""stomach"",""structure"",""ladder"",""football"",""umbrella"",""doorway"",""t","[""2"",""1"",""0"",""0"",""10"",""2"",""9"",""8"",""9"",""10"",""1"",""8""]",125024,3/21/17 19:32,1590
A1DIGREVLNOXT3,cs_wg_v3_pilot1,3WQQ9FUS6AVQZBHQFUTLW8SW8GXB8R,test,Memory,8,[0],8,100,1,"[""DOORWAY"",""WEDDING"",""COMMUNITY"",""LADDER"",""FOOTBALL"",""UMBRELLA"",""MACHINE"",""STRUCTURE"",""HELICOPTER"",""","[""10"",""9"",""8"",""8"",""0"",""0"",""1"",""10"",""2"",""0"","""",""""]",125008,3/21/17 19:32,1591
A1M682B2WUSYJP,cs_wg_v3_pilot1,3Y54SXRO1LMOTUIKIJLBSUG7BEPUTG,test,Memory,8,[0],8,100,1,"[""stomach"",""machine"",""football"",""community"",""traffic"",""doorway"",""umbrella"","""","""","""","""",""""]","[""0"",""1"",""8"",""10"",""10"",""9"",""0"","""","""","""","""",""""]",125070,3/21/17 19:33,1592
A2R8IV2PWFTY00,cs_wg_v3_pilot1,3RYC5T2D73UYLAXWX8HMI9SQFC0PR2,test,"Most letters in the set: S, G, E, F, B, N, L.",0,"[30,10,20,20,10,20,20,20,0,40,50,20,30,20,30,30,10,40,40,40]",0,60,1,football,,30003,3/21/17 19:36,1593
A2R8IV2PWFTY00,cs_wg_v3_pilot1,3RYC5T2D73UYLAXWX8HMI9SQFC0PR2,test,Most horizontal lines,7,"[50,30,70,50,70,70,80,40,10,60,70,50,60,40,60,110,30,100,60,60]",1,100,0,TRAFFIC,,30001,3/21/17 19:38,1594
A3P5WIW36V70AI,cs_wg_v3_pilot1,34S9DKFK73Q7FQX5VOWOMGGSIKENY6,test,Most horizontal lines,7,"[50,30,70,50,70,70,80,40,10,60,70,50,60,40,60,110,30,100,60,60]",0,70,1,football,,30013,3/21/17 19:39,1595
A2R8IV2PWFTY00,cs_wg_v3_pilot1,3RYC5T2D73UYLAXWX8HMI9SQFC0PR2,test,"Most letters in the set: T, P, O, K, I, C, H.",1,"[20,40,60,0,30,30,30,30,20,30,40,30,10,20,20,60,40,30,30,0]",2,30,1,,,30002,3/21/17 19:40,1596
A3P5WIW36V70AI,cs_wg_v3_pilot1,34S9DKFK73Q7FQX5VOWOMGGSIKENY6,test,Most letters before word's second letter in alphabet,3,"[0,70,35,0,40,0,85,70,70,100,70,95,20,20,70,20,95,55,70,60]",1,20,1,traffic,,30014,3/21/17 19:41,1597
A2R8IV2PWFTY00,cs_wg_v3_pilot1,3RYC5T2D73UYLAXWX8HMI9SQFC0PR2,test,Most vertical lines,6,"[40,90,50,50,80,80,50,80,30,70,70,50,60,60,60,90,50,90,50,80]",3,40,1,MACHINE,,30001,3/21/17 19:42,1598
A3P5WIW36V70AI,cs_wg_v3_pilot1,34S9DKFK73Q7FQX5VOWOMGGSIKENY6,test,Most letters come after the word's third letter in the alphabet.,2,"[40,70,60,115,75,120,130,30,60,65,60,45,115,10,45,75,60,110,60,125]",2,40,0,traffic,,30007,3/21/17 19:42,1599
A3P5WIW36V70AI,cs_wg_v3_pilot1,34S9DKFK73Q7FQX5VOWOMGGSIKENY6,test,Most letters in alphabet between word's 5th and 6th letters,5,"[75,35,15,65,95,25,15,95,110,10,55,85,25,70,35,60,10,35,5,35]",3,25,1,umbrella,,30006,3/21/17 19:43,1600
A2R8IV2PWFTY00,cs_wg_v3_pilot1,3RYC5T2D73UYLAXWX8HMI9SQFC0PR2,test,Most letters in alphabet between word's 5th and 6th letters,5,"[75,35,15,65,95,25,15,95,110,10,55,85,25,70,35,60,10,35,5,35]",4,100,0,HELLICOPTOR,,30001,3/21/17 19:43,1601
A3P5WIW36V70AI,cs_wg_v3_pilot1,34S9DKFK73Q7FQX5VOWOMGGSIKENY6,test,Most vertical lines,6,"[40,90,50,50,80,80,50,80,30,70,70,50,60,60,60,90,50,90,50,80]",4,20,0,football,,30032,3/21/17 19:44,1602
A3P5WIW36V70AI,cs_wg_v3_pilot1,34S9DKFK73Q7FQX5VOWOMGGSIKENY6,test,Most letters in alphabet between word's 4th and 5th letters,4,"[30,40,60,5,55,5,0,30,25,15,40,90,25,65,5,30,60,40,90,65]",5,15,1,umbrella,,30010,3/21/17 19:45,1603
A2R8IV2PWFTY00,cs_wg_v3_pilot1,3RYC5T2D73UYLAXWX8HMI9SQFC0PR2,test,Most letters before word's second letter in alphabet,3,"[0,70,35,0,40,0,85,70,70,100,70,95,20,20,70,20,95,55,70,60]",5,25,0,TRAFFIC,,30001,3/21/17 19:45,1604
A3P5WIW36V70AI,cs_wg_v3_pilot1,34S9DKFK73Q7FQX5VOWOMGGSIKENY6,test,"Most letters in the set: T, P, O, K, I, C, H.",1,"[20,40,60,0,30,30,30,30,20,30,40,30,10,20,20,60,40,30,30,0]",6,30,1,machine,,30004,3/21/17 19:46,1605
A2R8IV2PWFTY00,cs_wg_v3_pilot1,3RYC5T2D73UYLAXWX8HMI9SQFC0PR2,test,Most letters come after the word's third letter in the alphabet.,2,"[40,70,60,115,75,120,130,30,60,65,60,45,115,10,45,75,60,110,60,125]",6,25,1,MACHINE,,30002,3/21/17 19:47,1606
A3P5WIW36V70AI,cs_wg_v3_pilot1,34S9DKFK73Q7FQX5VOWOMGGSIKENY6,test,"Most letters in the set: S, G, E, F, B, N, L.",0,"[30,10,20,20,10,20,20,20,0,40,50,20,30,20,30,30,10,40,40,40]",7,60,1,football,umbrella,30008,3/21/17 19:47,1607
A2R8IV2PWFTY00,cs_wg_v3_pilot1,3RYC5T2D73UYLAXWX8HMI9SQFC0PR2,test,Most letters in alphabet between word's 4th and 5th letters,4,"[30,40,60,5,55,5,0,30,25,15,40,90,25,65,5,30,60,40,90,65]",7,25,0,STRUCTURE,,30001,3/21/17 19:48,1608
A3P5WIW36V70AI,cs_wg_v3_pilot1,34S9DKFK73Q7FQX5VOWOMGGSIKENY6,test,Memory,8,[0],8,100,1,"[""umbrella"",""machine"",""doorway"",""ladder"",""football"",""traffic"",""wedding"",""helicopter"",""stomach"","""",""""","[""10"",""2"",""9"",""0"",""1"",""2"",""2"",""8"",""8"","""","""",""""]",125043,3/21/17 19:49,1609
A2R8IV2PWFTY00,cs_wg_v3_pilot1,3RYC5T2D73UYLAXWX8HMI9SQFC0PR2,test,Memory,8,[0],8,100,1,"[""TRAFFIC"",""FOOTBALL"",""UMBRELLA"",""STRUCTURE"",""MACHINE"",""WEDDING"",""HELLICOPTOR"","""","""","""","""",""""]","[""10"","""",""8"",""2"",""0"",""10"",""8"","""","""","""","""",""""]",125005,3/21/17 19:51,1610
AKNYT1NTK2UFK,cs_wg_v3_pilot1,3JRJSWSMQHM25HN4D40F6ZQ6VRIE32,test,"Most letters in the set: T, P, O, K, I, C, H.",1,"[20,40,60,0,30,30,30,30,20,30,40,30,10,20,20,60,40,30,30,0]",0,30,1,helicopter,,30005,3/21/17 20:08,1611
AKNYT1NTK2UFK,cs_wg_v3_pilot1,3JRJSWSMQHM25HN4D40F6ZQ6VRIE32,test,"Most letters in the set: S, G, E, F, B, N, L.",0,"[30,10,20,20,10,20,20,20,0,40,50,20,30,20,30,30,10,40,40,40]",1,60,1,bookshelf,,30003,3/21/17 20:09,1612
AKNYT1NTK2UFK,cs_wg_v3_pilot1,3JRJSWSMQHM25HN4D40F6ZQ6VRIE32,test,Most letters come after the word's third letter in the alphabet.,2,"[40,70,60,115,75,120,130,30,60,65,60,45,115,10,45,75,60,110,60,125]",2,25,1,traffic,,30021,3/21/17 20:12,1613
AKNYT1NTK2UFK,cs_wg_v3_pilot1,3JRJSWSMQHM25HN4D40F6ZQ6VRIE32,test,Most vertical lines,6,"[40,90,50,50,80,80,50,80,30,70,70,50,60,60,60,90,50,90,50,80]",3,40,1,community,,30004,3/21/17 20:14,1614
AKNYT1NTK2UFK,cs_wg_v3_pilot1,3JRJSWSMQHM25HN4D40F6ZQ6VRIE32,test,Most letters in alphabet between word's 5th and 6th letters,5,"[75,35,15,65,95,25,15,95,110,10,55,85,25,70,35,60,10,35,5,35]",4,60,0,structure,,30003,3/21/17 20:15,1615
AKNYT1NTK2UFK,cs_wg_v3_pilot1,3JRJSWSMQHM25HN4D40F6ZQ6VRIE32,test,Most letters before word's second letter in alphabet,3,"[0,70,35,0,40,0,85,70,70,100,70,95,20,20,70,20,95,55,70,60]",5,25,0,traffic,,30002,3/21/17 20:16,1616
AKNYT1NTK2UFK,cs_wg_v3_pilot1,3JRJSWSMQHM25HN4D40F6ZQ6VRIE32,test,Most letters in alphabet between word's 4th and 5th letters,4,"[30,40,60,5,55,5,0,30,25,15,40,90,25,65,5,30,60,40,90,65]",6,30,0,structure,,30004,3/21/17 20:18,1617
AKNYT1NTK2UFK,cs_wg_v3_pilot1,3JRJSWSMQHM25HN4D40F6ZQ6VRIE32,test,Most horizontal lines,7,"[50,30,70,50,70,70,80,40,10,60,70,50,60,40,60,110,30,100,60,60]",7,25,0,helicopter,,30001,3/21/17 20:19,1618
AKNYT1NTK2UFK,cs_wg_v3_pilot1,3JRJSWSMQHM25HN4D40F6ZQ6VRIE32,test,Memory,8,[0],8,100,1,"[""structure"",""helicopter"",""doorway"",""bookshelf"",""community"",""football"",""wedding"",""umbrella"","""","""",""""","[""2"",""9"",""1"",""0"",""9"",""8"",""10"",""10"","""","""","""",""""]",125013,3/21/17 20:22,1619
A21SIPO89DP66I,cs_wg_v3_pilot1,3IXQG4FA2TZQDG00KMZZW4N7SMFB9G,test,Most letters in alphabet between word's 4th and 5th letters,4,"[30,40,60,5,55,5,0,30,25,15,40,90,25,65,5,30,60,40,90,65]",0,20,0,structure,,30007,3/21/17 21:39,1620
A21SIPO89DP66I,cs_wg_v3_pilot1,3IXQG4FA2TZQDG00KMZZW4N7SMFB9G,test,Most horizontal lines,7,"[50,30,70,50,70,70,80,40,10,60,70,50,60,40,60,110,30,100,60,60]",1,70,1,ladder,,30006,3/21/17 21:40,1621
A21SIPO89DP66I,cs_wg_v3_pilot1,3IXQG4FA2TZQDG00KMZZW4N7SMFB9G,test,Most vertical lines,6,"[40,90,50,50,80,80,50,80,30,70,70,50,60,60,60,90,50,90,50,80]",2,40,1,structure,,30005,3/21/17 21:41,1622
A21SIPO89DP66I,cs_wg_v3_pilot1,3IXQG4FA2TZQDG00KMZZW4N7SMFB9G,test,"Most letters in the set: S, G, E, F, B, N, L.",0,"[30,10,20,20,10,20,20,20,0,40,50,20,30,20,30,30,10,40,40,40]",3,60,1,ladder,,30005,3/21/17 21:42,1623
A21SIPO89DP66I,cs_wg_v3_pilot1,3IXQG4FA2TZQDG00KMZZW4N7SMFB9G,test,Most letters before word's second letter in alphabet,3,"[0,70,35,0,40,0,85,70,70,100,70,95,20,20,70,20,95,55,70,60]",4,25,0,structure,,30007,3/21/17 21:43,1624
A21SIPO89DP66I,cs_wg_v3_pilot1,3IXQG4FA2TZQDG00KMZZW4N7SMFB9G,test,Most letters in alphabet between word's 5th and 6th letters,5,"[75,35,15,65,95,25,15,95,110,10,55,85,25,70,35,60,10,35,5,35]",5,30,0,doorway,,30005,3/21/17 21:44,1625
A21SIPO89DP66I,cs_wg_v3_pilot1,3IXQG4FA2TZQDG00KMZZW4N7SMFB9G,test,Most letters come after the word's third letter in the alphabet.,2,"[40,70,60,115,75,120,130,30,60,65,60,45,115,10,45,75,60,110,60,125]",6,25,1,ladder,,30003,3/21/17 21:45,1626
A21SIPO89DP66I,cs_wg_v3_pilot1,3IXQG4FA2TZQDG00KMZZW4N7SMFB9G,test,"Most letters in the set: T, P, O, K, I, C, H.",1,"[20,40,60,0,30,30,30,30,20,30,40,30,10,20,20,60,40,30,30,0]",7,30,1,helicoptor,,30002,3/21/17 21:46,1627
A21SIPO89DP66I,cs_wg_v3_pilot1,3IXQG4FA2TZQDG00KMZZW4N7SMFB9G,test,Memory,8,[0],8,100,1,"[""doorway"",""helicoptor"",""ladder"",""wedding"",""football"",""word marked in part 1 as a blank space"",""stru","[""2"",""1"",""9"",""10"",""10"",""9"",""8"",""0"","""","""","""",""""]",125042,3/21/17 21:48,1628
A1DWDCD4CHM68O,cs_wg_v3_pilot1,3IXQG4FA2TZQDG00KMZZW4N7SMFB9G,test,Most horizontal lines,7,"[50,30,70,50,70,70,80,40,10,60,70,50,60,40,60,110,30,100,60,60]",0,70,1,structure,structure,30001,3/21/17 22:35,1629
A1DWDCD4CHM68O,cs_wg_v3_pilot1,3IXQG4FA2TZQDG00KMZZW4N7SMFB9G,test,Most letters before word's second letter in alphabet,3,"[0,70,35,0,40,0,85,70,70,100,70,95,20,20,70,20,95,55,70,60]",1,25,0,stomach,stomach,30002,3/21/17 22:36,1630
A1DWDCD4CHM68O,cs_wg_v3_pilot1,3IXQG4FA2TZQDG00KMZZW4N7SMFB9G,test,Most vertical lines,6,"[40,90,50,50,80,80,50,80,30,70,70,50,60,60,60,90,50,90,50,80]",2,40,1,HELICOPTER,,30001,3/21/17 22:38,1631
A1DWDCD4CHM68O,cs_wg_v3_pilot1,3IXQG4FA2TZQDG00KMZZW4N7SMFB9G,test,"Most letters in the set: T, P, O, K, I, C, H.",1,"[20,40,60,0,30,30,30,30,20,30,40,30,10,20,20,60,40,30,30,0]",3,30,1,BOOKSHELF,,29999,3/21/17 22:40,1632
A1DWDCD4CHM68O,cs_wg_v3_pilot1,3IXQG4FA2TZQDG00KMZZW4N7SMFB9G,test,Most letters in alphabet between word's 5th and 6th letters,5,"[75,35,15,65,95,25,15,95,110,10,55,85,25,70,35,60,10,35,5,35]",4,25,1,Ladder,,30001,3/21/17 22:42,1633
A1DWDCD4CHM68O,cs_wg_v3_pilot1,3IXQG4FA2TZQDG00KMZZW4N7SMFB9G,test,Most letters in alphabet between word's 4th and 5th letters,4,"[30,40,60,5,55,5,0,30,25,15,40,90,25,65,5,30,60,40,90,65]",5,15,1,umbrella,,29999,3/21/17 22:44,1634
A1DWDCD4CHM68O,cs_wg_v3_pilot1,3IXQG4FA2TZQDG00KMZZW4N7SMFB9G,test,"Most letters in the set: S, G, E, F, B, N, L.",0,"[30,10,20,20,10,20,20,20,0,40,50,20,30,20,30,30,10,40,40,40]",6,60,1,Football,,30002,3/21/17 22:45,1635
A1DWDCD4CHM68O,cs_wg_v3_pilot1,3IXQG4FA2TZQDG00KMZZW4N7SMFB9G,test,Most letters come after the word's third letter in the alphabet.,2,"[40,70,60,115,75,120,130,30,60,65,60,45,115,10,45,75,60,110,60,125]",7,40,0,traffic,,30000,3/21/17 22:46,1636
A1DWDCD4CHM68O,cs_wg_v3_pilot1,3IXQG4FA2TZQDG00KMZZW4N7SMFB9G,test,Memory,8,[0],8,100,1,"[""WEDDING"",""HELICOPTER"",""DOORWAY"",""MACHINE"",""STRUCTURE"",""LADDER"",""TRAFFIC"",""BOOKSHELF"",""STOMACH"",""FO","[""9"",""8"",""10"",""8"",""2"",""2"",""1"",""1"",""0"",""0"",""10"",""9""]",125003,3/21/17 22:49,1637
A2H5V1V8QIY8Y7,cs_wg_v3_pilot1,3X65QVEQI0O4ONTFNJYKCXKKA1WLCU,test,Most vertical lines,6,"[40,90,50,50,80,80,50,80,30,70,70,50,60,60,60,90,50,90,50,80]",0,70,0,community,,30114,3/22/17 1:53,1638
A2H5V1V8QIY8Y7,cs_wg_v3_pilot1,3X65QVEQI0O4ONTFNJYKCXKKA1WLCU,test,Most letters before word's second letter in alphabet,3,"[0,70,35,0,40,0,85,70,70,100,70,95,20,20,70,20,95,55,70,60]",1,20,1,stomach,,30012,3/22/17 1:54,1639
A2H5V1V8QIY8Y7,cs_wg_v3_pilot1,3X65QVEQI0O4ONTFNJYKCXKKA1WLCU,test,Most horizontal lines,7,"[50,30,70,50,70,70,80,40,10,60,70,50,60,40,60,110,30,100,60,60]",2,70,1,traffic,,30018,3/22/17 1:56,1640
A2H5V1V8QIY8Y7,cs_wg_v3_pilot1,3X65QVEQI0O4ONTFNJYKCXKKA1WLCU,test,"Most letters in the set: S, G, E, F, B, N, L.",0,"[30,10,20,20,10,20,20,20,0,40,50,20,30,20,30,30,10,40,40,40]",3,60,1,football,,30026,3/22/17 1:57,1641
A2H5V1V8QIY8Y7,cs_wg_v3_pilot1,3X65QVEQI0O4ONTFNJYKCXKKA1WLCU,test,Most letters in alphabet between word's 4th and 5th letters,4,"[30,40,60,5,55,5,0,30,25,15,40,90,25,65,5,30,60,40,90,65]",4,30,0,community,,30029,3/22/17 1:58,1642
A2H5V1V8QIY8Y7,cs_wg_v3_pilot1,3X65QVEQI0O4ONTFNJYKCXKKA1WLCU,test,Most letters come after the word's third letter in the alphabet.,2,"[40,70,60,115,75,120,130,30,60,65,60,45,115,10,45,75,60,110,60,125]",5,25,1,umbrella,,30063,3/22/17 1:59,1643
A2H5V1V8QIY8Y7,cs_wg_v3_pilot1,3X65QVEQI0O4ONTFNJYKCXKKA1WLCU,test,Most letters in alphabet between word's 5th and 6th letters,5,"[75,35,15,65,95,25,15,95,110,10,55,85,25,70,35,60,10,35,5,35]",6,25,1,bookshelf,,30014,3/22/17 2:00,1644
A2H5V1V8QIY8Y7,cs_wg_v3_pilot1,3X65QVEQI0O4ONTFNJYKCXKKA1WLCU,test,"Most letters in the set: T, P, O, K, I, C, H.",1,"[20,40,60,0,30,30,30,30,20,30,40,30,10,20,20,60,40,30,30,0]",7,30,1,football,,30006,3/22/17 2:01,1645
A2H5V1V8QIY8Y7,cs_wg_v3_pilot1,3X65QVEQI0O4ONTFNJYKCXKKA1WLCU,test,Memory,8,[0],8,100,1,"[""traffic"",""umbrella"",""bookshelf"",""community"",""helicopter"",""football"",""ladder"",""stomach"",""doorway"",""","[""0"",""1"",""1"",""10"",""10"",""8"",""8"",""9"","""","""","""",""""]",125037,3/22/17 2:04,1646
