"subject","version","assignmentId","cond","question","question_ind","all_values","question_order","comp_check","comp_check_pass","comp_check_rt","choice","scratch","rt","early1","early2","stamp","id"
"A2MM10557W7PLD","cs_wg_full_v1_real1","3I33IC7ZWF3AUMA9TZKOR6VQI0Q2AE","normal","Third-to-last letter late","0","[21,7,14,6,11,5,12,18,14,11,22,9]","0","26","1","19055","budget",,"21000",,,"2018-06-06 18:58:17","18028"
"A3QB9FDXXXB6HS","cs_wg_full_v1_real1","3A1PQ49WVHIIFO0RG1U2398P3P2H1N","reversed","Third-to-last letter late","0","[21,7,14,6,11,5,12,18,14,11,22,9]","0","26","1","31011","chorus","chorus]banquet","21000",,,"2018-06-06 18:58:35","18029"
"A17PAE30BGBO1T","cs_wg_full_v1_real1","3Z9WI9EOZZPKLPMDOB0K8O4OCV2KHT","normal","Third-to-last letter late","0","[21,7,14,6,11,5,12,18,14,11,22,9]","0","26","1","40116","chorus","chorus","21000",,,"2018-06-06 18:58:49","18030"
"A31QXUADW5K6QQ","cs_wg_full_v1_real1","3AAJC4I4FGTB1QGPCC6F7G8GTWJJZJ","normal","Third-to-last letter late","0","[21,7,14,6,11,5,12,18,14,11,22,9]","0","26","1","22763","giraffe",,"21000",,,"2018-06-06 18:58:58","18031"
"A2EKE6IONUXHCU","cs_wg_full_v1_real1","3OONKJ5DKCKTK346MBIHTUIZ1N7OB1","normal","Third-to-last letter late","0","[21,7,14,6,11,5,12,18,14,11,22,9]","0","26","1","32012","pumpkin",,"21000",,,"2018-06-06 18:59:11","18032"
"A3OB7UDJLQIAKE","cs_wg_full_v1_real1","3RSDURM96AN3LKKS2PT5WTMMIUJEY2","normal","Memory","1","[]","1","30","1","22203","[""bagpipe"",""costume"",""cabinet"",""chicken"",""cannon"",""priest"",""muffin"",""silver"",""dollar"",""jacket"",""budget"",""church""]","[""6"",""3"",""3"",""1"",""6"",""14"",""15"",""1"",""1"",""7"",""10"",""4""]","181000",,,"2018-06-06 18:59:55","18033"
"A93BV5HG02AA","cs_wg_full_v1_real1","3E4GGUZ1T8SG6ZJV5QXDLKYMNCKK2B","normal","Memory","1","[]","1","30","1","25259","[""canvas"",""pumpkin"",""jacket"",""cabinet"",""bullet"",""domino"",""celery"",""traffic"",""chorus"",""spatula"",""sponge"",""budget""]","[""1"",""1"",""7"",""3"",""3"",""6"",""14"",""15"",""4"",""3"",""6"",""10""]","181000",,,"2018-06-06 19:00:10","18034"
"A1779TXIN3RTNI","cs_wg_full_v1_real1","36H9ULYP62V5W9PPB0C84OSYHRPFJR","reversed","Memory","1","[]","1","30","1","23220","[""CAMERA"",""TRAFFIC"",""WALNUT"",""SHIVER"",""BEGGAR"",""PLANET"",""DOMINO"",""LIQUID"",""CRICKET"",""ROYALTY"","""",""""]","[""2"",""1"",""13"",""15"",""6"",""10"",""10"",""13"",""15"",""12"","""",""""]","181000",,,"2018-06-06 19:00:12","18035"
"A30GC46VOB82C3","cs_wg_full_v1_real1","3483FV8BEEK97KY63M3CB1T4MH062S","reversed","Memory","1","[]","1","30","1","37059","[""addict"",""waffle"",""friend"",""javelin"",""banquet"",""canvas"",""budget"",""smoker"",""basket"",""chimney"",""basket"",""""]","[""10"",""1"",""2"",""13"",""15"",""15"",""6"",""9"",""12"",""10"",""13"",""""]","181000",,,"2018-06-06 19:00:16","18036"
"A2XC32LYCBO8FN","cs_wg_full_v1_real1","3U8YCDAGXPHVLSEC38DWYIHGPKSQ0P","normal","Memory","1","[]","1","30","1","12774","[""goggles"",""science"",""waffle"",""forgery"",""carrot"",""bagpipe"",""beaver"",""costume"",""jacket"",""kidney"",""tongue"",""dang it""]","[""3"",""3"",""15"",""14"",""4"",""1"",""1"",""3"",""7"",""6"",""10"",""""]","181000",,,"2018-06-06 19:00:38","18037"
"ADAGUJNWMEPT6","cs_wg_full_v1_real1","3XUHV3NRVKZH361AHOWE6ZL6F57H55","normal","Memory","1","[]","1","30","1","23916","[""forgery"",""giraffe"",""shiver"",""pumpkin"",""walnut"",""walrus"",""bikini"",""tongue"",""sponge"",""smoker"","""",""""]","[""14"",""15"",""1"",""1"",""3"",""3"",""6"",""10"",""4"",""7"","""",""""]","181000",,,"2018-06-06 19:00:43","18038"
"A1USG4DG6ON0PY","cs_wg_full_v1_real1","3GFK2QRXX9IZ0WWZCNIE72VTUTK5WT","reversed","Third-to-last letter late","0","[21,7,14,6,11,5,12,18,14,11,22,9]","0","30","0","14634","TRIVIA",,"21000",,,"2018-06-06 19:00:47","18039"
"A1QRGVE005067Q","cs_wg_full_v1_real1","39K0FND3AHG01QE23H386F9OO57AMD","reversed","Memory","1","[]","1","30","1","24535","[""banquet"",""pumpkin"",""canvas"",""battery"",""giraffe"",""church"",""budget"",""brownie"",""casino"","""","""",""""]","[""13"",""15"",""15"",""2"",""1"",""12"",""6"",""13"",""10"","""","""",""""]","181000",,,"2018-06-06 19:00:59","18040"
"A3TA5GD5EX50QT","cs_wg_full_v1_real1","3DOCMVPBTNFD3RTROMND50IOS2GNNA","reversed","Memory","1","[]","1","30","1","43088","[""BEAVER"",""TENNIS"",""FIREFLY"",""CASINO"",""BUCKET"",""FLIGHT"",""FORGERY"",""SPATULA"","""","""","""",""""]","[""15"",""13"",""1"",""10"",""9"",""6"",""2"",""12"","""","""","""",""""]","181000",,,"2018-06-06 19:01:05","18041"
"A26I76BUCO0LAO","cs_wg_full_v1_real1","3QEMNNSB2X0FEUARJLSLDYK4EJ9D77","reversed","Third-to-last letter late","0","[21,7,14,6,11,5,12,18,14,11,22,9]","0","26","1","27510","SILVER",,"21000",,,"2018-06-06 19:01:20","18042"
"A2NGL3AZ3P8W92","cs_wg_full_v1_real1","3FK0YFF9PZH3J1B9S4VVPY6E08KVVG","reversed","Third-to-last letter late","0","[21,7,14,6,11,5,12,18,14,11,22,9]","0","7","0","61276","Chicken",,"21000",,,"2018-06-06 19:01:26","18043"
"A2MM10557W7PLD","cs_wg_full_v1_real1","3I33IC7ZWF3AUMA9TZKOR6VQI0Q2AE","normal","Memory","1","[]","1","30","1","7999","[""budget"",""addict"",""royalty"",""battery"",""brownie"","""","""","""","""","""","""",""""]","[""1"",""6"",""3"",""14"",""7"","""","""","""","""","""","""",""""]","181000",,,"2018-06-06 19:01:28","18044"
"A2YC7E5HFYGSJD","cs_wg_full_v1_real1","3S0TNUHWKTJJE8FATQKRRYGZP3FD8U","reversed","Memory","1","[]","1","30","1","24654","[""BLANKET"",""BEAVER"",""JAVELIN"",""SPIRAL"",""FRIEND"",""WAFFLE"",""CASINO"",""KIDNEY"",""PICKLE"",""DRAGON"",""TENNIS"",""""]","[""15"",""15"",""13"",""12"",""2"",""1"",""10"",""10"",""9"",""6"",""13"",""""]","181000",,,"2018-06-06 19:01:32","18045"
"A1H2OUZUEYPWQZ","cs_wg_full_v1_real1","3XUHV3NRVKZH361AHOWE6ZL6F575HT","reversed","Third-to-last letter late","0","[21,7,14,6,11,5,12,18,14,11,22,9]","0","26","1","35561","costume","javelin
pumpkin
","21000",,,"2018-06-06 19:01:42","18046"
"A3S5ZB4D98JWT1","cs_wg_full_v1_real1","3WYP994K17SZ85RDW7A7K5U91WV6Y9","normal","Memory","1","[]","1","26","0","33095","[""coffin"",""celery"",""smoker"",""planet"",""bagpipes"",""basket"",""spiral"",""goggles"",""liquid"",""tennis"","""",""""]","[""15"",""14"",""7"",""6"",""6"",""1"",""4"",""3"",""3"",""3"","""",""""]","181000",,,"2018-06-06 19:01:42","18047"
"A3TQKAOIJSPPRB","cs_wg_full_v1_real1","386PBUZZXFYRW1ZLXBF6Z1XIENBJL0","normal","Third-to-last letter late","0","[21,7,14,6,11,5,12,18,14,11,22,9]","0","26","1","20110","blanket",,"21000",,,"2018-06-06 19:01:57","18048"
"A3QB9FDXXXB6HS","cs_wg_full_v1_real1","3A1PQ49WVHIIFO0RG1U2398P3P2H1N","reversed","Memory","1","[]","1","30","1","29457","[""goggles"",""peanut"",""basket"",""smoker"",""flight"",""forgery"",""banquet"",""planet"",""chorus"",""traffic"",""beaver"",""addict""]","[""13"",""13"",""15"",""9"",""6"",""2"",""12"",""13"",""12"",""1"",""15"",""10""]","181000",,,"2018-06-06 19:02:08","18049"
"A17PAE30BGBO1T","cs_wg_full_v1_real1","3Z9WI9EOZZPKLPMDOB0K8O4OCV2KHT","normal","Memory","1","[]","1","30","1","24953","[""waffle"",""friend"",""beggar"",""turkey"",""domino"",""chorus"",""brownie"",""javelin"",""spatula"",""chimney"",""basket"",""silver""]","[""15"",""14"",""10"",""7"",""6"",""4"",""3"",""3"",""3"",""6"",""1"",""1""]","181000",,,"2018-06-06 19:02:17","18050"
"AKCJBOQPEI3AR","cs_wg_full_v1_real1","3DPNQGW4LLGJAYDT70M04GQ26VW64O","normal","Third-to-last letter late","0","[21,7,14,6,11,5,12,18,14,11,22,9]","0","26","1","19519","spiral",,"21000",,,"2018-06-06 19:02:21","18051"
"A23YQ8J1DNM084","cs_wg_full_v1_real1","3X66WABAJWJ0PVJVJZQ362BLM933G2","reversed","Third-to-last letter late","0","[21,7,14,6,11,5,12,18,14,11,22,9]","0","26","1","24831","coffee",,"21000",,,"2018-06-06 19:02:22","18052"
"A1F66ZMX1AJMOA","cs_wg_full_v1_real1","31LVTDXBL7B8UPIY5GOF1SJ9O45LRU","reversed","Third-to-last letter late","0","[21,7,14,6,11,5,12,18,14,11,22,9]","0","26","1","32575","beaver",,"21000",,,"2018-06-06 19:02:28","18053"
"A31QXUADW5K6QQ","cs_wg_full_v1_real1","3AAJC4I4FGTB1QGPCC6F7G8GTWJJZJ","normal","Memory","1","[]","1","30","1","29615","[""beaver"",""blanket"",""casino"",""giraffe"",""dragon"",""turkey"",""celery"",""penguin"",""peanut"","""","""",""""]","[""1"",""1"",""6"",""15"",""10"",""7"",""14"",""3"",""3"","""","""",""""]","181000",,,"2018-06-06 19:02:31","18054"
"AV1QYGC1MR6E","cs_wg_full_v1_real1","3AMYWKA6YBNNERNBQK19IEW7NMWO6G","normal","Third-to-last letter late","0","[21,7,14,6,11,5,12,18,14,11,22,9]","0","26","1","38786",,,"21000",,,"2018-06-06 19:02:35","18055"
"A3MNNMUCUWJLN2","cs_wg_full_v1_real1","3FPRZHYEPY8J7S9Q8UPP63EV9OR3VR","reversed","Third-to-last letter late","0","[21,7,14,6,11,5,12,18,14,11,22,9]","0","26","1","29639","muffin",,"21000",,,"2018-06-06 19:02:44","18056"
"A2EKE6IONUXHCU","cs_wg_full_v1_real1","3OONKJ5DKCKTK346MBIHTUIZ1N7OB1","normal","Memory","1","[]","1","30","1","33164","[""Jungle"",""Monkey"",""Tennis"",""Coffee"",""Bakery"",""Pumpkin"",""Bullet"",""Penguin"","""","""","""",""""]","[""10"",""7"",""3"",""15"",""14"",""1"",""3"",""3"","""","""","""",""""]","181000",,,"2018-06-06 19:02:47","18057"
"A2X5HN0J6Y4403","cs_wg_full_v1_real1","3DQQ64TANGM3T6EIW2RS580ALTLPWZ","reversed","Third-to-last letter late","0","[21,7,14,6,11,5,12,18,14,11,22,9]","0","26","1","19234","spatula
",,"21000",,,"2018-06-06 19:03:02","18058"
"A3LIOY7C4ZDQ50","cs_wg_full_v1_real1","3Z2R0DQ0JHFDKZRL94MANPLH3FO2E9","normal","Third-to-last letter late","0","[21,7,14,6,11,5,12,18,14,11,22,9]","0","26","1","47993","trivia",,"21000",,,"2018-06-06 19:03:35","18059"
"AS7ZK30LXDC46","cs_wg_full_v1_real1","3EO896NRAWWFFE7Q6KHXLS7Z80XJT3","normal","Third-to-last letter late","0","[21,7,14,6,11,5,12,18,14,11,22,9]","0","26","1","40151","giraffe","turkey
goggles
","21000",,,"2018-06-06 19:03:47","18060"
"A1Y3OOUMS1ZYXL","cs_wg_full_v1_real1","3DYGAII7PL9Y99IWKTSMDJIOXS4PQV","reversed","Third-to-last letter late","0","[21,7,14,6,11,5,12,18,14,11,22,9]","0","26","1","28184","walnut","walnut traffic","21000",,,"2018-06-06 19:04:06","18061"
"A1USG4DG6ON0PY","cs_wg_full_v1_real1","3GFK2QRXX9IZ0WWZCNIE72VTUTK5WT","reversed","Memory","1","[]","1","30","1","18175","[""MONKEY"",""TRIVIA"",""CHORUS"",""BATTERY"",""WAFFLE"",""SCIENCE"",""ADDICT"",""MAGNET"","""","""","""",""""]","[""9"",""13"",""13"",""1"",""2"",""15"",""13"",""9"","""","""","""",""""]","181000",,,"2018-06-06 19:04:08","18062"
"A1AVDOGQ7WXGJQ","cs_wg_full_v1_real1","3EQHHY4HQST33A6ZXIEWLZ9505U5GU","reversed","Third-to-last letter late","0","[21,7,14,6,11,5,12,18,14,11,22,9]","0","26","1","28149","11","blanket","21000",,,"2018-06-06 19:04:21","18063"
"A26I76BUCO0LAO","cs_wg_full_v1_real1","3QEMNNSB2X0FEUARJLSLDYK4EJ9D77","reversed","Memory","1","[]","1","30","1","26368","[""SILVER"",""MAGNET"",""PARENT"",""BAGPIPE"",""GIRAFFE"",""CRICKET"",""BUDGET"",""DOLLAR"",""CARROT"",""PICKLE"",""SCIENCE"",""""]","[""15"",""10"",""2"",""10"",""1"",""15"",""6"",""13"",""12"",""9"",""13"",""""]","181000",,,"2018-06-06 19:04:49","18064"
"A1NSHNH3MNFRGW","cs_wg_full_v1_real1","3I33IC7ZWF3AUMA9TZKOR6VQI0QA2M","reversed","Third-to-last letter late","0","[21,7,14,6,11,5,12,18,14,11,22,9]","0","26","1","31844","Jungle",,"21000",,,"2018-06-06 19:04:52","18065"
"A2NGL3AZ3P8W92","cs_wg_full_v1_real1","3FK0YFF9PZH3J1B9S4VVPY6E08KVVG","reversed","Memory","1","[]","1","30","1","29861","[""Battery"",""Casino"",""Walnut"",""Firefly"",""flight"",""Walrus"","""","""","""","""","""",""""]","[""2"",""10"",""12"",""1"",""6"",""10"","""","""","""","""","""",""""]","181000",,,"2018-06-06 19:04:59","18066"
"A3N38LLWZAAKLW","cs_wg_full_v1_real1","3JRJSWSMQHM25HN4D40F6ZQ99TOE3W","reversed","Third-to-last letter late","0","[21,7,14,6,11,5,12,18,14,11,22,9]","0","26","1","20857","Shiver",,"21000",,,"2018-06-06 19:05:05","18067"
"A1R8RBXRU2T6HZ","cs_wg_full_v1_real1","3634BBTX0OV91Y5JTIR8SNDY4C0IFI","reversed","Third-to-last letter late","0","[21,7,14,6,11,5,12,18,14,11,22,9]","0","26","1","23299","chorus",,"21000",,,"2018-06-06 19:05:12","18068"
"A2E6YPCJHJOLRD","cs_wg_full_v1_real1","32Z9ZLUT1LL3BG7SM3SDF5LXW0COHH","normal","Third-to-last letter late","0","[21,7,14,6,11,5,12,18,14,11,22,9]","0","26","1","19268","silver",,"21000",,,"2018-06-06 19:05:13","18069"
"A3TQKAOIJSPPRB","cs_wg_full_v1_real1","386PBUZZXFYRW1ZLXBF6Z1XIENBJL0","normal","Memory","1","[]","1","30","1","17592","[""church"",""giraffe"",""celery"",""flight"",""javelin"",""brownie"",""cannon"",""blanket"",""trivia"",""baptism"",""sunburn"",""bucket""]","[""4"",""15"",""14"",""10"",""3"",""3"",""6"",""1"",""1"",""6"",""3"",""7""]","181000",,,"2018-06-06 19:05:18","18070"
"A1H2OUZUEYPWQZ","cs_wg_full_v1_real1","3XUHV3NRVKZH361AHOWE6ZL6F575HT","reversed","Memory","1","[]","1","30","1","40001","[""costume"",""celery"",""pumpkin"",""canvas"",""traffic"",""tongue"",""pickle"",""planet"",""javelin"",""casino"",""carrot"",""""]","[""13"",""2"",""15"",""15"",""1"",""6"",""9"",""10"",""13"",""10"",""12"",""""]","181000",,,"2018-06-06 19:05:25","18071"
"AC6Y70F8YSHJN","cs_wg_full_v1_real1","39LOEL67OS6LWGDD01EFEPUNYQQ38M","reversed","Third-to-last letter late","0","[21,7,14,6,11,5,12,18,14,11,22,9]","0","26","1","21248","heaven",,"21000",,,"2018-06-06 19:05:33","18072"
"A23YQ8J1DNM084","cs_wg_full_v1_real1","3X66WABAJWJ0PVJVJZQ362BLM933G2","reversed","Memory","1","[]","1","30","1","15193","[""coffee"",""battery"",""jungle"",""sponge"",""heaven"",""nickel"",""science"",""spatula"","""","""","""",""""]","[""1"",""2"",""6"",""10"",""15"",""15"",""10"",""13"","""","""","""",""""]","181000",,,"2018-06-06 19:05:40","18073"
"AKCJBOQPEI3AR","cs_wg_full_v1_real1","3DPNQGW4LLGJAYDT70M04GQ26VW64O","normal","Memory","1","[]","1","30","1","27011","[""giraffe"",""silver"",""blanket"",""spiral"",""picture"",""parent"",""jungle"",""turkey"",""javelin"",""magnet"",""brownie"",""addict""]","[""15"",""1"",""1"",""4"",""3"",""14"",""10"",""7"",""3"",""6"",""1"",""6""]","181000",,,"2018-06-06 19:05:51","18074"
"AV1QYGC1MR6E","cs_wg_full_v1_real1","3AMYWKA6YBNNERNBQK19IEW7NMWO6G","normal","Memory","1","[]","1","30","1","49023","[""turkey"",""pumpkin"",""tongue"",""giraffe"",""shiver"",""sunburn"","""","""","""","""","""",""""]","[""10"",""1"",""14"",""15"",""1"",""3"","""","""","""","""","""",""""]","181000",,,"2018-06-06 19:06:27","18075"
"A1F66ZMX1AJMOA","cs_wg_full_v1_real1","31LVTDXBL7B8UPIY5GOF1SJ9O45LRU","reversed","Memory","1","[]","1","30","1","72295","[""beaver"",""waffle"",""sunburn"",""planet"",""bakery"",""chicken"",""church"",""baptism"",""budget"",""javelin"",""tennis"",""""]","[""15"",""1"",""13"",""10"",""2"",""15"",""13"",""10"",""6"",""13"",""13"",""""]","181000",,,"2018-06-06 19:06:43","18076"
"A2X5HN0J6Y4403","cs_wg_full_v1_real1","3DQQ64TANGM3T6EIW2RS580ALTLPWZ","reversed","Memory","1","[]","1","30","1","42746","[""beggar"",""blanket"",""spatula "",""firefly"",""parent "",""jacket "",""barrel "","""","""","""","""",""""]","[""6"",""13"",""15"",""1"",""2"",""9"",""12"","""","""","""","""",""""]","181000",,,"2018-06-06 19:06:48","18077"
"A3MNNMUCUWJLN2","cs_wg_full_v1_real1","3FPRZHYEPY8J7S9Q8UPP63EV9OR3VR","reversed","Memory","1","[]","1","30","1","79596","[""bucket"",""bullet"",""science"",""church"",""planet"",""muffin"",""friend"",""dragon"",""beaver"",""liquid"",""casino"",""""]","[""9"",""13"",""13"",""12"",""10"",""1"",""2"",""6"",""15"",""13"",""10"",""15""]","181000",,,"2018-06-06 19:07:07","18078"
"A3LIOY7C4ZDQ50","cs_wg_full_v1_real1","3Z2R0DQ0JHFDKZRL94MANPLH3FO2E9","normal","Memory","1","[]","1","30","1","43661","[""coffin"",""walnut"",""penguin"",""casino"",""jacket"",""tongue"",""trivia"",""forgery"",""goggles"","""","""",""""]","[""15"",""3"",""3"",""6"",""7"",""10"",""1"",""14"",""3"","""","""",""""]","181000",,,"2018-06-06 19:07:22","18079"
"ASSJAY91L555I","cs_wg_full_v1_real1","3ZV9H2YQQD8WMH9VY4ULS5X9GXTW3U","reversed","Third-to-last letter late","0","[21,7,14,6,11,5,12,18,14,11,22,9]","0","26","1","32123",,,"21000",,,"2018-06-06 19:07:33","18080"
"AS7ZK30LXDC46","cs_wg_full_v1_real1","3EO896NRAWWFFE7Q6KHXLS7Z80XJT3","normal","Memory","1","[]","1","30","1","43259","[""giraffe"",""parent"",""kidney"",""bagpipe"",""turkey"",""canvas"",""goggles"",""chicken"",""walnut"",""picture"",""barrel"",""""]","[""15"",""14"",""6"",""6"",""7"",""1"",""3"",""1"",""3"",""3"",""4"",""""]","181000",,,"2018-06-06 19:07:34","18081"
"A1Y3OOUMS1ZYXL","cs_wg_full_v1_real1","3DYGAII7PL9Y99IWKTSMDJIOXS4PQV","reversed","Memory","1","[]","1","30","1","27303","[""traffic"",""priest"",""pumpkin"",""walnut"",""barrel"",""jungle"",""bagpipe"",""magent"","""","""","""",""""]","[""1"",""2"",""15"",""13"",""12"",""6"",""10"",""9"","""","""","""",""""]","181000",,,"2018-06-06 19:07:36","18082"
"A1AVDOGQ7WXGJQ","cs_wg_full_v1_real1","3EQHHY4HQST33A6ZXIEWLZ9505U5GU","reversed","Memory","1","[]","1","30","1","31486","[""traffic"",""tongue"",""celery"",""science"",""silver"",""blanket"",""monkey"",""church"",""sponge"",""goggles"",""liquid"",""""]","[""1"",""6"",""2"",""13"",""15"",""15"",""9"",""12"",""10"",""13"",""13"",""""]","181000",,,"2018-06-06 19:07:56","18083"
"A3N38LLWZAAKLW","cs_wg_full_v1_real1","3JRJSWSMQHM25HN4D40F6ZQ99TOE3W","reversed","Memory","1","[]","1","30","1","14224","[""Flight"",""Coffee"",""Friend"",""Magnet"",""Casino"",""Shiver"",""Nickel"",""Javelin"",""Carrot"",""Science"","""",""""]","[""6"",""1"",""2"",""10"",""10"",""15"",""15"",""13"",""12"",""13"","""",""""]","181000",,,"2018-06-06 19:08:22","18084"
"A1NSHNH3MNFRGW","cs_wg_full_v1_real1","3I33IC7ZWF3AUMA9TZKOR6VQI0QA2M","reversed","Memory","1","[]","1","30","1","30235","[""Jungle"",""Muffin"",""Bullet"",""Planet"",""Science"",""Heaven"",""Basket"",""Bakery"",""Spiral"","""","""",""""]","[""6"",""1"",""9"",""10"",""12"",""15"",""15"",""2"",""13"","""","""",""""]","181000",,,"2018-06-06 19:08:26","18085"
"A9YY444ESHD5H","cs_wg_full_v1_real1","3TXWC2NHNZRPU2H2V8LUMTXAAC79S9","normal","Third-to-last letter late","0","[21,7,14,6,11,5,12,18,14,11,22,9]","0","7","0","149836","good",,"21000",,,"2018-06-06 19:08:32","18086"
"A2E6YPCJHJOLRD","cs_wg_full_v1_real1","32Z9ZLUT1LL3BG7SM3SDF5LXW0COHH","normal","Memory","1","[]","1","30","1","19966","[""bucket"",""battery"",""walrus"",""pillar"",""muffin"",""tongue"",""casino"",""spatula"",""science"",""cannon"",""pumpkin"",""silver""]","[""7"",""14"",""4"",""3"",""15"",""10"",""6"",""3"",""3"",""6"",""1"",""1""]","181000",,,"2018-06-06 19:08:36","18087"
"AC6Y70F8YSHJN","cs_wg_full_v1_real1","39LOEL67OS6LWGDD01EFEPUNYQQ38M","reversed","Memory","1","[]","1","30","1","15513","[""heaven"",""blanket"",""dragon"",""camera"",""walrus"",""firefly"",""brownie"",""javelin"",""kidney"",""smoker"","""",""""]","[""15"",""15"",""6"",""2"",""12"",""1"",""13"",""13"",""10"",""9"","""",""""]","181000",,,"2018-06-06 19:08:52","18088"
"A1XVEKS9O73ERE","cs_wg_full_v1_real1","3BF51CHDTVBI8ZF9KIQ2P4PFYXWH0K","reversed","Third-to-last letter late","0","[21,7,14,6,11,5,12,18,14,11,22,9]","0","26","1","36842","WALRUS",,"21000",,,"2018-06-06 19:09:39","18089"
"A2DU0TGJDZWUCV","cs_wg_full_v1_real1","3MTMREQS4VJW628G7J9VFDBFM7LWAQ","reversed","Third-to-last letter late","0","[21,7,14,6,11,5,12,18,14,11,22,9]","0","26","1","28568","chicken","chicken
casino
chimney","21000",,,"2018-06-06 19:09:54","18090"
"A197FECF831H95","cs_wg_full_v1_real1","3K2755HG5S4STNPX14QX1QXLC7SDFB","reversed","Third-to-last letter late","0","[21,7,14,6,11,5,12,18,14,11,22,9]","0","26","1","20550","trivia",,"21000",,,"2018-06-06 19:10:25","18091"
"A3JSIHZSHSB1H6","cs_wg_full_v1_real1","38JBBYETQOBNND68DI5YG4IFNTKE4H","normal","Third-to-last letter late","0","[21,7,14,6,11,5,12,18,14,11,22,9]","0","30","0","50299"," spatula ",,"21000",,,"2018-06-06 19:10:55","18092"
"ASSJAY91L555I","cs_wg_full_v1_real1","3ZV9H2YQQD8WMH9VY4ULS5X9GXTW3U","reversed","Memory","1","[]","1","30","1","20025","[""JACKET"",""CASINO"",""BATTERY"",""GIRAFFE"",""BARREL"",""CHICKEN"",""SHIVER"",""SUNBURN"",""TENNIS"",""KIDNEY"","""",""""]","[""9"",""10"",""2"",""1"",""12"",""15"",""15"",""13"",""12"",""10"","""",""""]","181000",,,"2018-06-06 19:10:56","18093"
"A1R8RBXRU2T6HZ","cs_wg_full_v1_real1","3634BBTX0OV91Y5JTIR8SNDY4C0IFI","reversed","Memory","1","[]","1","30","1","164935","[""royalty"",""turkey"",""chicken"",""heaven"",""costume1"",""beggar"",""firefly"",""battery"",""magnet"",""chorus"",""walnut"",""""]","[""13"",""9"",""15"",""12"",""10"",""6"",""1"",""2"","""",""12"",""13"",""""]","181000",,,"2018-06-06 19:11:00","18094"
"A2C3IB7C7HWQ1G","cs_wg_full_v1_real1","31UV0MXWNQDHZ1CUN6EZ6BMLFIMI5Z","normal","Third-to-last letter late","0","[21,7,14,6,11,5,12,18,14,11,22,9]","0","26","1","33452","canvas",,"21000",,,"2018-06-06 19:11:07","18095"
