Subj,Trial,OptionID,Choice,MFval,MBval,nPrevChosen
1,3,33,0,3,14,0
1,4,1,0,4,8,0
1,4,2,0,5,8,0
1,4,3,0,2,6,0
1,4,4,0,4,18,0
1,4,5,0,5,19,1
1,4,6,0,5,15,0
1,4,7,0,4,20,0
1,4,8,0,5,14,0
1,4,9,0,3,9,0
1,4,10,0,4,15,0
1,4,11,0,2,5,0
1,4,12,0,1,8,0
1,4,13,0,4,6,0
1,4,14,0,3,11,0
1,4,15,0,3,23,0
1,4,16,0,5,24,0
1,4,17,0,3,13,0
1,4,18,0,2,11,0
1,4,19,0,2,3,0
1,4,20,0,5,2,0
1,4,21,0,7,5,0
1,4,22,0,3,20,0
1,4,23,0,5,17,0
1,4,24,0,1,5,0
1,4,25,0,3,13,1
1,4,26,0,5,5,0
1,4,27,0,2,5,0
1,4,28,0,1,11,0
1,4,29,1,5,8,1
1,4,30,0,4,8,0
1,4,31,0,3,12,0
1,4,32,0,1,21,0
1,4,33,0,3,14,0
1,5,1,0,4,4,0
1,5,2,0,5,19,0
1,5,3,0,2,20,0
1,5,4,0,4,8,0
1,5,5,0,5,6,1
1,5,6,0,5,18,0
1,5,7,0,4,14,0
1,5,8,0,5,8,0
1,5,9,0,3,18,0
1,5,10,0,4,9,0
1,5,11,0,2,4,0
1,5,12,0,1,12,0
1,5,13,0,4,11,0
1,5,14,0,3,10,0
1,5,15,0,3,15,0
1,5,16,0,5,8,0
1,5,17,0,3,16,0
1,5,18,0,2,13,0
1,5,19,0,2,8,0
1,5,20,1,5,7,0
1,5,21,0,7,24,0
1,5,22,0,3,10,0
1,5,23,0,5,12,0
1,5,24,0,1,15,0
1,5,25,0,3,15,1
1,5,26,0,5,13,0
1,5,27,0,2,3,0
1,5,28,0,1,16,0
1,5,29,0,5,14,2
1,5,30,0,4,10,0
1,5,31,0,3,15,0
1,5,32,0,1,14,0
1,5,33,0,3,4,0
1,6,1,0,4,7,0
1,6,2,0,5,2,0
1,6,3,0,2,13,0
1,6,4,0,4,3,0
1,6,5,0,5,6,1
1,6,6,0,5,4,0
1,6,7,0,4,9,0
1,6,8,0,5,4,0
1,6,9,0,3,8,0
1,6,10,0,4,6,0
1,6,11,0,2,16,0
1,6,12,0,1,11,0
1,6,13,1,4,9,0
1,6,14,0,3,26,0
1,6,15,0,3,9,0
1,6,16,0,5,11,0
1,6,17,0,3,19,0
1,6,18,0,2,8,0
1,6,19,0,2,16,0
1,6,20,0,5,7,1
1,6,21,0,7,22,0
1,6,22,0,3,12,0
1,6,23,0,5,15,0
1,6,24,0,1,14,0
1,6,25,0,3,13,1
1,6,26,0,5,9,0
1,6,27,0,2,11,0
1,6,28,0,1,16,0
1,6,29,0,5,13,2
1,6,30,0,4,8,0
1,6,31,0,3,3,0
1,6,32,0,1,10,0
1,6,33,0,3,12,0
1,7,1,0,4,24,0
1,7,2,1,5,21,0
1,7,3,0,2,4,0
1,7,4,0,4,4,0
1,7,5,0,5,6,1
1,7,6,0,5,13,0
1,7,7,0,4,13,0
1,7,8,0,5,21,0
1,7,9,0,3,13,0
1,7,10,0,4,15,0
1,7,11,0,2,16,0
1,7,12,0,1,0,0
1,7,13,0,4,13,1
1,7,14,0,3,6,0
1,7,15,0,3,9,0
1,7,16,0,5,13,0
1,7,17,0,3,9,0
1,7,18,0,2,20,0
1,7,19,0,2,12,0
1,7,20,0,5,2,1
1,7,21,0,7,18,0
1,7,22,0,3,11,0
1,7,23,0,5,11,0
1,7,24,0,1,13,0
1,7,25,0,3,9,1
1,7,26,0,5,1,0
1,7,27,0,2,24,0
1,7,28,0,1,13,0
1,7,29,0,5,7,2
1,7,30,0,4,2,0
1,7,31,0,3,2,0
1,7,32,0,1,22,0
1,7,33,0,3,16,0
1,8,1,0,4,9,0
1,8,2,0,5,12,1
1,8,3,0,2,13,0
1,8,4,0,4,9,0
1,8,5,0,5,5,1
1,8,6,0,5,5,0
1,8,7,0,4,15,0
1,8,8,0,5,16,0
1,8,9,0,3,12,0
1,8,10,0,4,15,0
1,8,11,0,2,16,0
1,8,12,0,1,9,0
1,8,13,0,4,12,1
1,8,14,0,3,6,0
1,8,15,1,3,16,0
1,8,16,0,5,12,0
1,8,17,0,3,3,0
1,8,18,0,2,22,0
1,8,19,0,2,3,0
1,8,20,0,5,7,1
1,8,21,0,7,18,0
1,8,22,0,3,4,0
1,8,23,0,5,12,0
1,8,24,0,1,22,0
1,8,25,0,3,8,1
1,8,26,0,5,8,0
1,8,27,0,2,6,0
1,8,28,0,1,4,0
1,8,29,0,5,16,2
1,8,30,0,4,6,0
1,8,31,0,3,7,0
1,8,32,0,1,11,0
1,8,33,0,3,7,0
1,9,1,0,4,4,0
1,9,2,0,5,9,1
1,9,3,0,2,17,0
1,9,4,0,4,2,0
1,9,5,0,5,13,1
1,9,6,0,5,10,0
1,9,7,0,4,11,0
1,9,8,0,5,2,0
1,9,9,0,3,9,0
1,9,10,0,4,14,0
1,9,11,0,2,11,0
1,9,12,0,1,17,0
1,9,13,0,4,9,1
1,9,14,0,3,13,0
1,9,15,0,3,12,1
1,9,16,0,5,2,0
1,9,17,0,3,7,0
1,9,18,0,2,20,0
1,9,19,0,2,12,0
1,9,20,0,5,16,1
1,9,21,0,7,18,0
1,9,22,0,3,9,0
1,9,23,1,5,12,0
1,9,24,0,1,4,0
1,9,25,0,3,14,1
1,9,26,0,5,16,0
1,9,27,0,2,9,0
1,9,28,0,1,5,0
1,9,29,0,5,6,2
1,9,30,0,4,20,0
1,9,31,0,3,10,0
1,9,32,0,1,6,0
1,9,33,0,3,17,0
2,1,1,0,5,4,0
2,1,2,0,5,7,0
2,1,3,0,2,18,0
2,1,4,0,2,11,0
2,1,5,1,4,24,0
2,1,6,0,5,11,0
2,1,7,0,6,21,0
2,1,8,0,4,10,0
2,1,9,0,6,10,0
2,1,10,0,5,12,0
2,1,11,0,4,14,0
2,1,12,0,6,6,0
2,1,13,0,7,11,0
2,1,14,0,6,11,0
2,1,15,0,3,12,0
2,1,16,0,3,11,0
2,1,17,0,2,5,0
2,1,18,0,2,5,0
2,1,19,0,6,7,0
2,1,20,0,3,19,0
2,1,21,0,3,9,0
2,1,22,0,7,18,0
2,1,23,0,5,10,0
2,1,24,0,5,11,0
2,1,25,0,5,14,0
2,1,26,0,6,14,0
2,1,27,0,4,17,0
2,1,28,0,4,2,0
2,1,29,0,1,3,0
2,1,30,0,5,7,0
2,1,31,0,2,8,0
2,1,32,0,4,15,0
2,1,33,0,3,2,0
2,2,1,0,5,16,0
2,2,2,0,5,22,0
2,2,3,0,2,7,0
2,2,4,0,2,13,0
2,2,5,0,4,4,1
2,2,6,0,5,4,0
2,2,7,0,6,1,0
2,2,8,0,4,7,0
2,2,9,0,6,9,0
2,2,10,0,5,2,0
2,2,11,0,4,13,0
2,2,12,0,6,9,0
2,2,13,0,7,9,0
2,2,14,0,6,5,0
2,2,15,0,3,13,0
2,2,16,0,3,11,0
2,2,17,0,2,12,0
2,2,18,0,2,12,0
2,2,19,1,6,14,0
2,2,20,0,3,25,0
2,2,21,0,3,7,0
2,2,22,0,7,13,0
2,2,23,0,5,18,0
2,2,24,0,5,11,0
2,2,25,0,5,20,0
2,2,26,0,6,21,0
2,2,27,0,4,3,0
2,2,28,0,4,21,0
2,2,29,0,1,10,0
2,2,30,0,5,14,0
2,2,31,0,2,4,0
2,2,32,0,4,1,0
2,2,33,0,3,13,0
2,3,1,0,5,3,0
2,3,2,0,5,4,0
2,3,3,0,2,9,0
2,3,4,0,2,21,0
2,3,5,0,4,13,1
2,3,6,0,5,9,0
2,3,7,0,6,12,0
2,3,8,0,4,13,0
2,3,9,0,6,8,0
2,3,10,0,5,3,0
2,3,11,0,4,9,0
2,3,12,0,6,13,0
2,3,13,0,7,17,0
2,3,14,0,6,22,0
2,3,15,0,3,21,0
2,3,16,0,3,20,0
2,3,17,0,2,10,0
2,3,18,0,2,7,0
2,3,19,0,6,4,1
2,3,20,0,3,15,0
2,3,21,0,3,14,0
2,3,22,0,7,6,0
2,3,23,0,5,4,0
2,3,24,0,5,5,0
2,3,25,0,5,6,0
2,3,26,0,6,22,0
2,3,27,0,4,16,0
2,3,28,0,4,4,0
2,3,29,1,1,20,0
2,3,30,0,5,18,0
2,3,31,0,2,24,0
2,3,32,0,4,9,0
2,3,33,0,3,14,0
2,4,1,0,5,8,0
2,4,2,0,5,8,0
2,4,3,0,2,6,0
2,4,4,0,2,18,0
2,4,5,0,4,19,1
2,4,6,0,5,15,0
2,4,7,0,6,20,0
2,4,8,0,4,14,0
2,4,9,0,6,9,0
2,4,10,0,5,15,0
2,4,11,0,4,5,0
2,4,12,0,6,8,0
2,4,13,0,7,6,0
2,4,14,1,6,11,0
2,4,15,0,3,23,0
2,4,16,0,3,24,0
2,4,17,0,2,13,0
2,4,18,0,2,11,0
2,4,19,0,6,3,1
2,4,20,0,3,2,0
2,4,21,0,3,5,0
2,4,22,0,7,20,0
2,4,23,0,5,17,0
2,4,24,0,5,5,0
2,4,25,0,5,13,0
2,4,26,0,6,5,0
2,4,27,0,4,5,0
2,4,28,0,4,11,0
2,4,29,0,1,8,1
2,4,30,0,5,8,0
2,4,31,0,2,12,0
2,4,32,0,4,21,0
2,4,33,0,3,14,0
2,5,1,0,5,4,0
2,5,2,0,5,19,0
2,5,3,0,2,20,0
2,5,4,0,2,8,0
2,5,5,0,4,6,1
2,5,6,0,5,18,0
2,5,7,0,6,14,0
2,5,8,0,4,8,0
2,5,9,0,6,18,0
2,5,10,0,5,9,0
2,5,11,0,4,4,0
2,5,12,0,6,12,0
2,5,13,0,7,11,0
2,5,14,0,6,10,1
2,5,15,0,3,15,0
2,5,16,0,3,8,0
2,5,17,0,2,16,0
2,5,18,1,2,13,0
2,5,19,0,6,8,1
2,5,20,0,3,7,0
2,5,21,0,3,24,0
2,5,22,0,7,10,0
2,5,23,0,5,12,0
2,5,24,0,5,15,0
2,5,25,0,5,15,0
2,5,26,0,6,13,0
2,5,27,0,4,3,0
2,5,28,0,4,16,0
2,5,29,0,1,14,1
2,5,30,0,5,10,0
2,5,31,0,2,15,0
2,5,32,0,4,14,0
2,5,33,0,3,4,0
2,6,1,0,5,7,0
2,6,2,0,5,2,0
2,6,3,0,2,13,0
2,6,4,0,2,3,0
2,6,5,0,4,6,1
2,6,6,0,5,4,0
2,6,7,0,6,9,0
2,6,8,0,4,4,0
2,6,9,0,6,8,0
2,6,10,0,5,6,0
2,6,11,0,4,16,0
2,6,12,0,6,11,0
2,6,13,0,7,9,0
2,6,14,0,6,26,1
2,6,15,1,3,9,0
2,6,16,0,3,11,0
2,6,17,0,2,19,0
2,6,18,0,2,8,1
2,6,19,0,6,16,1
2,6,20,0,3,7,0
2,6,21,0,3,22,0
2,6,22,0,7,12,0
2,6,23,0,5,15,0
2,6,24,0,5,14,0
2,6,25,0,5,13,0
2,6,26,0,6,9,0
2,6,27,0,4,11,0
2,6,28,0,4,16,0
2,6,29,0,1,13,1
2,6,30,0,5,8,0
2,6,31,0,2,3,0
2,6,32,0,4,10,0
2,6,33,0,3,12,0
2,7,1,1,5,24,0
2,7,2,0,5,21,0
2,7,3,0,2,4,0
2,7,4,0,2,4,0
2,7,5,0,4,6,1
2,7,6,0,5,13,0
2,7,7,0,6,13,0
2,7,8,0,4,21,0
2,7,9,0,6,13,0
2,7,10,0,5,15,0
2,7,11,0,4,16,0
2,7,12,0,6,0,0
2,7,13,0,7,13,0
2,7,14,0,6,6,1
2,7,15,0,3,9,1
2,7,16,0,3,13,0
2,7,17,0,2,9,0
2,7,18,0,2,20,1
2,7,19,0,6,12,1
2,7,20,0,3,2,0
2,7,21,0,3,18,0
2,7,22,0,7,11,0
2,7,23,0,5,11,0
2,7,24,0,5,13,0
2,7,25,0,5,9,0
2,7,26,0,6,1,0
2,7,27,0,4,24,0
2,7,28,0,4,13,0
2,7,29,0,1,7,1
2,7,30,0,5,2,0
2,7,31,0,2,2,0
2,7,32,0,4,22,0
2,7,33,0,3,16,0
2,8,1,0,5,9,1
2,8,2,0,5,12,0
2,8,3,0,2,13,0
2,8,4,0,2,9,0
2,8,5,0,4,5,1
2,8,6,0,5,5,0
2,8,7,0,6,15,0
2,8,8,0,4,16,0
2,8,9,0,6,12,0
2,8,10,0,5,15,0
2,8,11,0,4,16,0
2,8,12,0,6,9,0
2,8,13,0,7,12,0
2,8,14,0,6,6,1
2,8,15,1,3,16,1
2,8,16,0,3,12,0
2,8,17,0,2,3,0
2,8,18,0,2,22,1
2,8,19,0,6,3,1
2,8,20,0,3,7,0
2,8,21,0,3,18,0
2,8,22,0,7,4,0
2,8,23,0,5,12,0
2,8,24,0,5,22,0
2,8,25,0,5,8,0
2,8,26,0,6,8,0
2,8,27,0,4,6,0
2,8,28,0,4,4,0
2,8,29,0,1,16,1
2,8,30,0,5,6,0
2,8,31,0,2,7,0
2,8,32,0,4,11,0
2,8,33,0,3,7,0
2,9,1,0,5,4,1
2,9,2,0,5,9,0
2,9,3,0,2,17,0
2,9,4,0,2,2,0
2,9,5,0,4,13,1
2,9,6,0,5,10,0
2,9,7,0,6,11,0
2,9,8,0,4,2,0
2,9,9,0,6,9,0
2,9,10,1,5,14,0
2,9,11,0,4,11,0
2,9,12,0,6,17,0
2,9,13,0,7,9,0
2,9,14,0,6,13,1
2,9,15,0,3,12,2
2,9,16,0,3,2,0
2,9,17,0,2,7,0
2,9,18,0,2,20,1
2,9,19,0,6,12,1
2,9,20,0,3,16,0
2,9,21,0,3,18,0
2,9,22,0,7,9,0
2,9,23,0,5,12,0
2,9,24,0,5,4,0
2,9,25,0,5,14,0
2,9,26,0,6,16,0
2,9,27,0,4,9,0
2,9,28,0,4,5,0
2,9,29,0,1,6,1
2,9,30,0,5,20,0
2,9,31,0,2,10,0
2,9,32,0,4,6,0
2,9,33,0,3,17,0
3,1,1,0,3,4,0
3,1,2,0,5,7,0
3,1,3,0,6,18,0
3,1,4,0,2,11,0
3,1,5,1,5,24,0
3,1,6,0,1,11,0
3,1,7,0,3,21,0
3,1,8,0,2,10,0
3,1,9,0,5,10,0
3,1,10,0,2,12,0
3,1,11,0,7,14,0
3,1,12,0,4,6,0
3,1,13,0,5,11,0
3,1,14,0,2,11,0
3,1,15,0,3,12,0
3,1,16,0,2,11,0
3,1,17,0,2,5,0
3,1,18,0,3,5,0
3,1,19,0,5,7,0
3,1,20,0,7,19,0
3,1,21,0,4,9,0
3,1,22,0,6,18,0
3,1,23,0,5,10,0
3,1,24,0,3,11,0
3,1,25,0,7,14,0
3,1,26,0,6,14,0
3,1,27,0,5,17,0
3,1,28,0,2,2,0
3,1,29,0,2,3,0
3,1,30,0,5,7,0
3,1,31,0,7,8,0
3,1,32,0,7,15,0
3,1,33,0,3,2,0
3,2,1,0,3,16,0
3,2,2,0,5,22,0
3,2,3,0,6,7,0
3,2,4,0,2,13,0
3,2,5,0,5,4,1
3,2,6,0,1,4,0
3,2,7,0,3,1,0
3,2,8,0,2,7,0
3,2,9,0,5,9,0
3,2,10,0,2,2,0
3,2,11,0,7,13,0
3,2,12,0,4,9,0
3,2,13,0,5,9,0
3,2,14,0,2,5,0
3,2,15,0,3,13,0
3,2,16,0,2,11,0
3,2,17,0,2,12,0
3,2,18,0,3,12,0
3,2,19,0,5,14,0
3,2,20,0,7,25,0
3,2,21,0,4,7,0
3,2,22,0,6,13,0
3,2,23,0,5,18,0
3,2,24,1,3,11,0
3,2,25,0,7,20,0
3,2,26,0,6,21,0
3,2,27,0,5,3,0
3,2,28,0,2,21,0
3,2,29,0,2,10,0
3,2,30,0,5,14,0
3,2,31,0,7,4,0
3,2,32,0,7,1,0
3,2,33,0,3,13,0
3,3,1,0,3,3,0
3,3,2,0,5,4,0
3,3,3,0,6,9,0
3,3,4,1,2,21,0
3,3,5,0,5,13,1
3,3,6,0,1,9,0
3,3,7,0,3,12,0
3,3,8,0,2,13,0
3,3,9,0,5,8,0
3,3,10,0,2,3,0
3,3,11,0,7,9,0
3,3,12,0,4,13,0
3,3,13,0,5,17,0
3,3,14,0,2,22,0
3,3,15,0,3,21,0
3,3,16,0,2,20,0
3,3,17,0,2,10,0
3,3,18,0,3,7,0
3,3,19,0,5,4,0
3,3,20,0,7,15,0
3,3,21,0,4,14,0
3,3,22,0,6,6,0
3,3,23,0,5,4,0
3,3,24,0,3,5,1
3,3,25,0,7,6,0
3,3,26,0,6,22,0
3,3,27,0,5,16,0
3,3,28,0,2,4,0
3,3,29,0,2,20,0
3,3,30,0,5,18,0
3,3,31,0,7,24,0
3,3,32,0,7,9,0
3,3,33,0,3,14,0
3,4,1,0,3,8,0
3,4,2,0,5,8,0
3,4,3,0,6,6,0
3,4,4,0,2,18,1
3,4,5,0,5,19,1
3,4,6,0,1,15,0
3,4,7,0,3,20,0
3,4,8,0,2,14,0
3,4,9,0,5,9,0
3,4,10,0,2,15,0
3,4,11,0,7,5,0
3,4,12,0,4,8,0
3,4,13,0,5,6,0
3,4,14,0,2,11,0
3,4,15,0,3,23,0
3,4,16,0,2,24,0
3,4,17,0,2,13,0
3,4,18,0,3,11,0
3,4,19,0,5,3,0
3,4,20,0,7,2,0
3,4,21,0,4,5,0
3,4,22,0,6,20,0
3,4,23,0,5,17,0
3,4,24,0,3,5,1
3,4,25,0,7,13,0
3,4,26,0,6,5,0
3,4,27,0,5,5,0
3,4,28,0,2,11,0
3,4,29,1,2,8,0
3,4,30,0,5,8,0
3,4,31,0,7,12,0
3,4,32,0,7,21,0
3,4,33,0,3,14,0
3,5,1,0,3,4,0
3,5,2,0,5,19,0
3,5,3,0,6,20,0
3,5,4,0,2,8,1
3,5,5,0,5,6,1
3,5,6,0,1,18,0
3,5,7,0,3,14,0
3,5,8,0,2,8,0
3,5,9,0,5,18,0
3,5,10,0,2,9,0
3,5,11,0,7,4,0
3,5,12,0,4,12,0
3,5,13,0,5,11,0
3,5,14,0,2,10,0
3,5,15,0,3,15,0
3,5,16,0,2,8,0
3,5,17,0,2,16,0
3,5,18,0,3,13,0
3,5,19,1,5,8,0
3,5,20,0,7,7,0
3,5,21,0,4,24,0
3,5,22,0,6,10,0
3,5,23,0,5,12,0
3,5,24,0,3,15,1
3,5,25,0,7,15,0
3,5,26,0,6,13,0
3,5,27,0,5,3,0
3,5,28,0,2,16,0
3,5,29,0,2,14,1
3,5,30,0,5,10,0
3,5,31,0,7,15,0
3,5,32,0,7,14,0
3,5,33,0,3,4,0
3,6,1,0,3,7,0
3,6,2,0,5,2,0
3,6,3,1,6,13,0
3,6,4,0,2,3,1
3,6,5,0,5,6,1
3,6,6,0,1,4,0
3,6,7,0,3,9,0
3,6,8,0,2,4,0
3,6,9,0,5,8,0
3,6,10,0,2,6,0
3,6,11,0,7,16,0
3,6,12,0,4,11,0
3,6,13,0,5,9,0
3,6,14,0,2,26,0
3,6,15,0,3,9,0
3,6,16,0,2,11,0
3,6,17,0,2,19,0
3,6,18,0,3,8,0
3,6,19,0,5,16,1
3,6,20,0,7,7,0
3,6,21,0,4,22,0
3,6,22,0,6,12,0
3,6,23,0,5,15,0
3,6,24,0,3,14,1
3,6,25,0,7,13,0
3,6,26,0,6,9,0
3,6,27,0,5,11,0
3,6,28,0,2,16,0
3,6,29,0,2,13,1
3,6,30,0,5,8,0
3,6,31,0,7,3,0
3,6,32,0,7,10,0
3,6,33,0,3,12,0
3,7,1,0,3,24,0
3,7,2,0,5,21,0
3,7,3,0,6,4,1
3,7,4,0,2,4,1
3,7,5,0,5,6,1
3,7,6,0,1,13,0
3,7,7,0,3,13,0
3,7,8,0,2,21,0
3,7,9,0,5,13,0
3,7,10,0,2,15,0
3,7,11,0,7,16,0
3,7,12,0,4,0,0
3,7,13,0,5,13,0
3,7,14,0,2,6,0
3,7,15,0,3,9,0
3,7,16,0,2,13,0
3,7,17,0,2,9,0
3,7,18,0,3,20,0
3,7,19,0,5,12,1
3,7,20,0,7,2,0
3,7,21,0,4,18,0
3,7,22,0,6,11,0
3,7,23,0,5,11,0
3,7,24,0,3,13,1
3,7,25,0,7,9,0
3,7,26,1,6,1,0
3,7,27,0,5,24,0
3,7,28,0,2,13,0
3,7,29,0,2,7,1
3,7,30,0,5,2,0
3,7,31,0,7,2,0
3,7,32,0,7,22,0
3,7,33,0,3,16,0
3,8,1,0,3,9,0
3,8,2,0,5,12,0
3,8,3,0,6,13,1
3,8,4,0,2,9,1
3,8,5,1,5,5,1
3,8,6,0,1,5,0
3,8,7,0,3,15,0
3,8,8,0,2,16,0
3,8,9,0,5,12,0
3,8,10,0,2,15,0
3,8,11,0,7,16,0
3,8,12,0,4,9,0
3,8,13,0,5,12,0
3,8,14,0,2,6,0
3,8,15,0,3,16,0
3,8,16,0,2,12,0
3,8,17,0,2,3,0
3,8,18,0,3,22,0
3,8,19,0,5,3,1
3,8,20,0,7,7,0
3,8,21,0,4,18,0
3,8,22,0,6,4,0
3,8,23,0,5,12,0
3,8,24,0,3,22,1
3,8,25,0,7,8,0
3,8,26,0,6,8,1
3,8,27,0,5,6,0
3,8,28,0,2,4,0
3,8,29,0,2,16,1
3,8,30,0,5,6,0
3,8,31,0,7,7,0
3,8,32,0,7,11,0
3,8,33,0,3,7,0
3,9,1,0,3,4,0
3,9,2,0,5,9,0
3,9,3,1,6,17,1
3,9,4,0,2,2,1
3,9,5,0,5,13,2
3,9,6,0,1,10,0
3,9,7,0,3,11,0
3,9,8,0,2,2,0
3,9,9,0,5,9,0
3,9,10,0,2,14,0
3,9,11,0,7,11,0
3,9,12,0,4,17,0
3,9,13,0,5,9,0
3,9,14,0,2,13,0
3,9,15,0,3,12,0
3,9,16,0,2,2,0
3,9,17,0,2,7,0
3,9,18,0,3,20,0
3,9,19,0,5,12,1
3,9,20,0,7,16,0
3,9,21,0,4,18,0
3,9,22,0,6,9,0
3,9,23,0,5,12,0
3,9,24,0,3,4,1
3,9,25,0,7,14,0
3,9,26,0,6,16,1
3,9,27,0,5,9,0
3,9,28,0,2,5,0
3,9,29,0,2,6,1
3,9,30,0,5,20,0
3,9,31,0,7,10,0
3,9,32,0,7,6,0
3,9,33,0,3,17,0
4,1,1,0,2,4,0
4,1,2,0,5,7,0
4,1,3,0,7,18,0
4,1,4,0,5,11,0
4,1,5,0,4,24,0
4,1,6,0,2,11,0
4,1,7,0,2,21,0
4,1,8,0,2,10,0
4,1,9,0,7,10,0
4,1,10,0,3,12,0
4,1,11,0,6,14,0
4,1,12,0,4,6,0
4,1,13,1,6,11,0
4,1,14,0,2,11,0
4,1,15,0,5,12,0
4,1,16,0,1,11,0
4,1,17,0,4,5,0
4,1,18,0,2,5,0
4,1,19,0,2,7,0
4,1,20,0,3,19,0
4,1,21,0,7,9,0
4,1,22,0,5,18,0
4,1,23,0,4,10,0
4,1,24,0,6,11,0
4,1,25,0,4,14,0
4,1,26,0,6,14,0
4,1,27,0,2,17,0
4,1,28,0,2,2,0
4,1,29,0,7,3,0
4,1,30,0,7,7,0
4,1,31,0,6,8,0
4,1,32,0,4,15,0
4,1,33,0,4,2,0
4,2,1,0,2,16,0
4,2,2,0,5,22,0
4,2,3,0,7,7,0
4,2,4,0,5,13,0
4,2,5,0,4,4,0
4,2,6,0,2,4,0
4,2,7,0,2,1,0
4,2,8,0,2,7,0
4,2,9,0,7,9,0
4,2,10,0,3,2,0
4,2,11,0,6,13,0
4,2,12,0,4,9,0
4,2,13,0,6,9,1
4,2,14,0,2,5,0
4,2,15,0,5,13,0
4,2,16,0,1,11,0
4,2,17,0,4,12,0
4,2,18,0,2,12,0
4,2,19,0,2,14,0
4,2,20,0,3,25,0
4,2,21,0,7,7,0
4,2,22,0,5,13,0
4,2,23,0,4,18,0
4,2,24,0,6,11,0
4,2,25,1,4,20,0
4,2,26,0,6,21,0
4,2,27,0,2,3,0
4,2,28,0,2,21,0
4,2,29,0,7,10,0
4,2,30,0,7,14,0
4,2,31,0,6,4,0
4,2,32,0,4,1,0
4,2,33,0,4,13,0
4,3,1,0,2,3,0
4,3,2,0,5,4,0
4,3,3,0,7,9,0
4,3,4,0,5,21,0
4,3,5,0,4,13,0
4,3,6,0,2,9,0
4,3,7,0,2,12,0
4,3,8,0,2,13,0
4,3,9,0,7,8,0
4,3,10,0,3,3,0
4,3,11,0,6,9,0
4,3,12,0,4,13,0
4,3,13,0,6,17,1
4,3,14,0,2,22,0
4,3,15,0,5,21,0
4,3,16,0,1,20,0
4,3,17,0,4,10,0
4,3,18,0,2,7,0
4,3,19,0,2,4,0
4,3,20,0,3,15,0
4,3,21,0,7,14,0
4,3,22,0,5,6,0
4,3,23,0,4,4,0
4,3,24,0,6,5,0
4,3,25,0,4,6,1
4,3,26,0,6,22,0
4,3,27,1,2,16,0
4,3,28,0,2,4,0
4,3,29,0,7,20,0
4,3,30,0,7,18,0
4,3,31,0,6,24,0
4,3,32,0,4,9,0
4,3,33,0,4,14,0
4,4,1,0,2,8,0
4,4,2,0,5,8,0
4,4,3,0,7,6,0
4,4,4,0,5,18,0
4,4,5,0,4,19,0
