Subj,Trial,Choice,MFval,MBval,MF_top,MB_top
6,5,25,0.1,1,0,1
6,6,1,-0.3,1,0,1
6,7,5,-0.2,1,0,1
6,8,25,0.1,0.9,0,1
6,9,2,0.2,1,1,1
6,10,11,0.4,0.9,1,1
6,11,12,0.4,0.9,1,1
6,12,2,0.2,1,1,1
6,13,19,0,1,0,1
6,14,1,-0.3,1,0,1
6,15,21,0.4,1,1,1
7,1,13,-0.1,1,1,1
7,2,17,0.2,0.7,1,1
7,3,24,-0.1,0.8,1,1
7,4,4,-0.2,1,0,1
7,5,25,0.4,1,1,1
7,6,8,-0.3,0.9,0,1
7,7,15,0.4,0.9,1,1
7,8,25,0.4,0.9,1,1
7,9,17,0.2,1,1,1
7,10,19,0.5,0.9,1,1
7,11,11,-0.5,1,0,1
7,12,10,0,1,1,1
7,13,12,0.5,0.9,1,1
7,14,14,0.1,0.7,1,1
7,15,16,0.2,1,1,1
8,1,17,-0.3,1,0,1
8,2,14,-0.5,0.7,0,1
8,3,17,-0.3,0.9,0,1
8,4,17,-0.3,1,0,1
8,5,18,0.4,0.9,1,1
8,6,1,0,1,1,1
8,7,8,-0.3,0.8,0,1
8,8,10,-0.4,0.7,0,1
8,9,12,-0.3,0.9,0,1
8,10,17,-0.3,0.9,0,1
8,11,11,0.2,1,1,1
8,12,2,-0.4,1,0,1
8,13,12,-0.3,0.9,0,1
8,14,30,0.4,0.9,1,1
8,15,21,0.2,1,1,1
9,1,17,-0.1,1,0,1
9,2,12,-0.5,1,0,1
9,3,17,-0.1,0.9,0,1
9,4,17,-0.1,1,0,1
9,5,18,0.3,0.9,1,1
9,6,30,0.2,0.5,1,1
9,7,15,0.1,0.9,0,1
9,8,25,0.5,0.9,1,1
9,9,19,0,0.8,0,1
9,10,29,0.2,0.9,1,1
9,11,5,0.3,0.9,1,1
9,12,1,0,0.9,0,1
9,13,28,-0.2,0.9,0,1
9,14,14,0.4,0.7,1,1
9,15,21,0.1,1,1,1
10,1,4,0.5,1,1,1
10,2,16,-0.4,0.4,0,0
10,3,11,0.2,0.9,1,1
10,4,24,-0.2,1,0,1
10,5,29,-0.3,0.9,0,1
10,6,26,-0.4,0.9,0,1
10,7,8,-0.2,0.8,0,1
10,8,12,-0.5,1,0,1
10,9,12,-0.5,0.9,0,1
10,10,2,-0.1,1,0,1
10,11,24,-0.2,0.9,0,1
10,12,18,0.1,0.8,0,1
10,13,23,0.5,0.9,1,1
10,14,19,0.3,1,1,1
10,15,3,0.2,0.9,1,1
11,1,8,0.4,1,1,1
11,2,3,-0.2,0.9,0,1
11,3,11,0.5,0.9,1,1
11,4,4,0.3,1,1,1
11,5,25,0.2,1,1,1
11,6,21,0.5,0.9,1,1
11,7,5,0.2,1,1,1
11,8,25,0.2,0.9,1,1
11,9,17,-0.4,1,0,1
11,10,25,0.2,0.9,1,1
11,11,12,0.3,0.9,1,1
11,12,23,-0.2,0.8,0,1
11,13,1,-0.2,0.8,0,1
11,14,30,0.1,0.9,1,1
11,15,25,0.2,0.9,1,1
12,1,15,0.3,0.9,1,1
12,2,21,0.2,0.6,1,1
12,3,14,0,0.8,0,1
12,4,20,0.1,1,1,1
12,5,27,-0.5,0.8,0,1
12,6,20,0.1,1,1,1
12,7,5,-0.3,1,0,1
12,8,5,-0.3,1,0,1
12,9,26,0.2,0.9,1,1
12,10,26,0.2,0.9,1,1
12,11,18,-0.3,0.9,0,1
12,12,1,-0.3,0.9,0,1
12,13,12,-0.2,0.9,0,1
12,14,30,0,0.9,0,1
12,15,16,0.1,1,1,1
13,1,16,0.1,0.1,1,0
13,2,3,0.5,0.9,1,1
13,3,12,-0.2,0.4,0,1
13,4,4,0.1,1,1,1
13,5,21,0.4,0.7,1,1
13,6,26,-0.2,0.9,0,1
13,7,16,0.1,0.4,1,0
13,8,10,0.3,0.7,1,1
13,9,19,-0.3,0.8,0,1
13,10,2,0.4,1,1,1
13,11,16,0.1,0.7,1,1
13,12,29,-0.3,0.8,0,1
13,13,12,-0.2,0.9,0,1
13,14,19,-0.3,1,0,1
13,15,21,0.4,1,1,1
14,1,13,0.4,1,1,1
14,2,20,-0.3,0.9,0,1
14,3,27,-0.5,0.9,0,1
14,4,4,-0.1,1,0,1
14,5,25,-0.1,1,1,1
14,6,1,0.5,1,1,1
14,7,5,-0.2,1,0,1
14,8,22,-0.3,0.9,0,1
14,9,4,-0.1,0.7,0,1
14,10,2,0,1,1,1
14,11,24,0,0.9,1,1
14,12,18,0.5,0.8,1,1
14,13,9,0.1,1,1,1
14,14,1,0.5,1,1,1
14,15,24,0,1,1,1
15,1,11,0.1,0.4,0,0
15,2,20,-0.5,0.9,0,1
15,3,17,0.2,0.9,0,1
15,4,12,0.4,0.8,1,1
15,5,13,0.3,0.8,0,1
15,6,4,0,0.7,0,1
15,7,3,0,0.3,0,0
15,8,2,0.2,0.6,0,1
15,9,6,0.1,0.6,0,1
15,10,13,0.3,0.8,0,1
15,11,9,0.3,0.4,1,0
15,12,8,0.5,0.7,1,1
15,13,27,-0.5,0.6,0,0
15,14,30,0.3,0.9,0,1
15,15,21,0.5,1,1,1
16,1,14,-0.3,1,0,1
16,2,3,-0.1,0.9,0,1
16,3,27,-0.1,0.9,0,1
16,4,4,0.2,1,1,1
16,5,23,0,0.9,0,1
16,6,26,0.3,0.9,1,1
16,7,1,0.3,1,1,1
16,8,5,0,1,0,1
16,9,26,0.3,0.9,1,1
16,10,17,0.3,0.9,1,1
16,11,11,-0.5,1,0,1
16,12,4,0.2,1,1,1
16,13,9,0,1,0,1
16,14,19,0.1,1,0,1
16,15,16,0.5,1,1,1
17,1,26,0.5,0.5,1,0
17,2,4,0.4,0.3,1,0
17,3,15,-0.5,0.4,0,0
17,4,11,-0.2,0.9,0,1
17,5,12,0.5,0.9,1,1
17,6,30,0.1,0.5,0,1
17,7,17,0.2,0.8,1,1
17,8,11,-0.2,0.8,0,1
17,9,30,0.1,0.4,1,0
17,10,19,-0.3,0.9,0,1
17,11,15,-0.5,0.4,0,0
17,12,9,0.2,0.6,1,0
17,13,26,0.5,0.4,1,0
17,14,6,0.2,0.5,1,1
17,15,18,-0.5,0.5,0,1
18,1,9,-0.5,0.8,0,1
18,2,8,0,0.8,1,1
18,3,24,-0.2,0.8,0,1
18,4,20,-0.1,1,0,1
18,5,26,-0.4,0.9,0,1
18,6,20,-0.1,1,0,1
18,7,17,-0.1,0.8,0,1
18,8,25,-0.1,0.9,0,1
18,9,6,0.2,0.6,1,1
18,10,29,0.3,0.9,1,1
18,11,29,0.3,1,1,1
18,12,2,-0.4,1,0,1
18,13,5,-0.2,0.9,0,1
18,14,18,0.3,0.8,1,1
18,15,24,-0.2,1,0,1
19,1,15,-0.2,0.9,0,1
19,2,2,0.2,0.6,1,1
19,3,24,-0.5,0.8,0,1
19,4,11,-0.1,0.9,0,1
19,5,25,0.2,1,1,1
19,6,30,-0.4,0.5,0,1
19,7,26,-0.5,0.4,0,0
19,8,5,-0.4,1,0,1
19,9,17,-0.4,1,0,1
19,10,17,-0.4,0.9,0,1
19,11,5,-0.4,0.9,0,1
19,12,29,0.5,0.8,1,1
19,13,24,-0.5,0.8,0,1
19,14,14,0,0.7,0,1
19,15,13,0.4,0.5,1,1
20,1,17,0,1,0,1
20,2,12,0.4,1,1,1
20,3,27,-0.2,0.9,0,1
20,4,8,-0.2,0.7,0,1
20,5,1,0.1,0.7,0,1
20,6,21,-0.4,0.9,0,1
20,7,13,0.3,0.6,1,1
20,8,10,-0.3,0.7,0,1
20,9,4,0.1,0.7,0,1
20,10,19,-0.1,0.9,0,1
20,11,12,0.4,0.9,1,1
20,12,10,-0.3,1,0,1
20,13,20,-0.3,0.8,0,1
20,14,30,0.3,0.9,1,1
20,15,17,0,0.9,0,1
21,1,5,-0.3,0.8,0,1
21,2,6,0.1,0.6,1,1
21,3,27,0,0.9,0,1
21,4,24,-0.3,1,0,1
21,5,18,0.1,0.9,1,1
21,6,22,0,0.8,0,1
21,7,15,0.5,0.9,1,1
21,8,25,-0.2,0.9,0,1
21,9,3,-0.4,0.4,0,0
21,10,26,-0.1,0.9,0,1
21,11,24,-0.3,0.9,0,1
21,12,3,-0.4,0.9,0,1
21,13,27,0,0.6,1,0
21,14,22,0,0.7,0,1
21,15,21,0.2,1,1,1
22,1,13,0.5,1,1,1
22,2,20,-0.4,0.9,0,1
22,3,11,-0.5,0.9,0,1
22,4,11,-0.5,0.9,0,1
22,5,29,-0.3,0.9,0,1
22,6,20,-0.4,1,0,1
22,7,29,-0.3,1,0,1
22,8,12,0,1,1,1
22,9,2,-0.1,1,0,1
22,10,25,-0.4,0.9,0,1
22,11,29,-0.3,1,0,1
22,12,10,0.2,1,1,1
22,13,28,-0.5,0.9,0,1
22,14,19,0.1,1,1,1
22,15,16,0,1,1,1
23,1,13,-0.3,1,0,1
23,2,20,-0.4,0.9,0,1
23,3,27,-0.5,0.9,0,1
23,4,20,-0.4,1,0,1
23,5,29,-0.4,0.9,0,1
23,6,8,-0.1,0.9,1,1
23,7,5,-0.1,1,0,1
23,8,5,-0.1,1,1,1
23,9,17,0.1,1,1,1
23,10,17,0.1,0.9,1,1
23,11,12,0,0.9,1,1
23,12,4,-0.4,1,0,1
23,13,7,-0.5,0.9,0,1
23,14,18,-0.3,0.8,0,1
23,15,16,-0.4,1,0,1
24,1,4,-0.4,1,0,1
24,2,20,0.4,0.9,1,1
24,3,27,-0.5,0.9,0,1
24,4,17,0.3,1,1,1
24,5,29,0.5,0.9,1,1
24,6,13,0.1,1,1,1
24,7,5,-0.4,1,0,1
24,8,5,-0.4,1,0,1
24,9,2,0.3,1,1,1
24,10,28,-0.5,1,0,1
24,11,12,-0.1,0.9,1,1
24,12,1,-0.3,0.9,0,1
24,13,13,0.1,0.9,1,1
24,14,29,0.5,0.6,1,1
24,15,21,0.2,1,1,1
25,1,13,-0.5,1,0,1
25,2,12,0.2,1,1,1
25,3,28,-0.5,0.7,0,1
25,4,4,-0.2,1,0,1
25,5,12,0.2,0.9,1,1
25,6,1,0,1,1,1
25,7,5,0.1,1,1,1
25,8,5,0.1,1,1,1
25,9,2,0.5,1,1,1
25,10,11,0.5,0.9,1,1
25,11,29,-0.3,1,0,1
25,12,4,-0.2,1,0,1
25,13,9,-0.3,1,0,1
25,14,1,0,1,1,1
25,15,14,0.1,0.9,1,1
26,1,25,0,0.7,0,1
26,2,29,-0.1,0.7,0,1
26,3,14,0.3,0.8,1,1
26,4,24,-0.4,1,0,1
26,5,27,0.1,0.8,1,1
26,6,22,0.4,0.8,1,1
26,7,13,-0.5,0.6,0,1
26,8,11,-0.3,0.8,0,1
26,9,17,0.5,1,1,1
26,10,1,0.1,0.7,0,1
26,11,5,-0.4,0.9,0,1
26,12,4,0.3,1,1,1
26,13,19,-0.3,1,0,1
26,14,22,0.4,0.7,1,1
26,15,16,0.4,1,1,1
27,1,5,-0.1,0.8,0,1
27,2,29,0.3,0.7,1,1
27,3,17,0.5,0.9,1,1
27,4,4,0,1,0,1
27,5,18,0,0.9,0,1
27,6,20,0,1,0,1
27,7,1,0.5,1,1,1
27,8,22,0.5,0.9,1,1
27,9,2,0.2,1,1,1
27,10,2,0.2,1,1,1
27,11,29,0.3,1,1,1
27,12,4,0,1,0,1
27,13,7,-0.2,0.9,0,1
27,14,8,0.1,0.8,1,1
27,15,17,0.5,0.9,1,1
28,1,17,0.2,1,1,1
28,2,20,-0.2,0.9,0,1
28,3,18,0.1,0.9,1,1
28,4,17,0.2,1,1,1
28,5,12,-0.1,0.9,0,1
28,6,8,0.2,0.9,1,1
28,7,29,0.1,1,1,1
28,8,5,-0.2,1,0,1
28,9,26,0.1,0.9,1,1
28,10,2,-0.3,1,0,1
28,11,29,0.1,1,1,1
28,12,29,0.1,0.8,1,1
28,13,19,0.4,1,1,1
28,14,19,0.4,1,1,1
28,15,24,-0.5,1,0,1
29,1,4,0.1,1,1,1
29,2,22,0.3,0.8,1,1
29,3,17,0.4,0.9,1,1
29,4,11,0.3,0.9,1,1
29,5,12,0.4,0.9,1,1
29,6,2,-0.3,0.5,0,1
29,7,8,-0.3,0.8,0,1
29,8,20,0.5,0.5,1,0
29,9,30,-0.1,0.4,0,0
29,10,15,0.3,0.4,1,0
29,11,14,-0.4,0.7,0,1
29,12,9,-0.4,0.6,0,0
29,13,17,0.4,0.6,1,1
29,14,3,0.4,0.4,1,0
29,15,21,-0.4,1,0,1
30,1,15,0.5,0.9,1,1
30,2,17,0.4,0.7,1,1
30,3,11,0.5,0.9,1,1
30,4,25,-0.4,0.9,0,1
30,5,23,-0.5,0.9,0,1
30,6,9,-0.3,0.7,0,1
30,7,5,0.1,1,1,1
30,8,22,-0.1,0.9,0,1
30,9,12,-0.3,0.9,0,1
30,10,17,0.4,0.9,1,1
30,11,22,-0.1,0.9,0,1
30,12,10,0,1,1,1
30,13,23,-0.5,0.9,0,1
30,14,1,0.3,1,1,1
30,15,16,-0.5,1,0,1
31,1,8,0.5,1,1,1
31,2,3,0.4,0.9,1,1
31,3,11,-0.1,0.9,0,1
31,4,11,-0.1,0.9,0,1
31,5,18,-0.1,0.9,0,1
31,6,1,0.5,1,1,1
31,7,1,0.5,1,1,1
31,8,12,-0.1,1,0,1
31,9,26,0.2,0.9,0,1
31,10,2,0.1,1,0,1
31,11,5,0.2,0.9,1,1
31,12,10,0.3,1,1,1
31,13,9,0,1,0,1
31,14,30,0.3,0.9,1,1
31,15,16,0.1,1,0,1
32,1,14,-0.3,1,0,1
32,2,12,-0.2,1,0,1
32,3,17,-0.5,0.9,0,1
32,4,20,0.4,1,1,1
32,5,25,0.4,1,1,1
32,6,26,0,0.9,1,1
32,7,15,-0.4,0.9,0,1
32,8,12,-0.2,1,0,1
32,9,26,0,0.9,1,1
32,10,26,0,0.9,1,1
32,11,11,0.3,1,1,1
32,12,4,0.3,1,1,1
32,13,9,0.1,1,1,1
32,14,19,0.5,1,1,1
32,15,21,0.5,1,1,1
33,1,8,-0.3,1,0,1
33,2,21,-0.3,0.6,0,1
33,3,5,-0.2,0.6,0,1
33,4,17,-0.5,1,0,1
33,5,1,0.2,0.7,1,1
33,6,20,0.1,1,1,1
33,7,15,-0.5,0.9,0,1
33,8,22,0.4,0.9,1,1
33,9,2,0.5,1,1,1
33,10,11,0.2,0.9,1,1
33,11,5,-0.2,0.9,0,1
33,12,16,0,0.7,1,1
33,13,24,-0.5,0.8,0,1
33,14,19,0.2,1,1,1
33,15,16,0,1,1,1
34,1,2,0.4,0.6,1,1
34,2,11,0.3,0.7,1,1
34,3,30,-0.2,0.7,0,1
34,4,5,-0.2,0.2,0,0
34,5,12,-0.3,0.9,0,1
34,6,2,0.4,0.5,1,1
34,7,22,-0.4,0.4,0,0
34,8,10,-0.4,0.7,0,1
34,9,29,-0.4,0.7,0,1
34,10,2,0.4,1,1,1
34,11,2,0.4,0.2,1,0
34,12,10,-0.4,1,0,1
34,13,9,0.1,1,1,1
34,14,4,-0.2,0.5,0,1
34,15,3,0.3,0.9,1,1
35,1,13,-0.2,1,0,1
35,2,6,0,0.6,0,1
35,3,28,-0.2,0.7,0,1
35,4,15,0.2,0.6,1,1
35,5,25,0,1,0,1
35,6,13,-0.2,1,0,1
35,7,15,0.2,0.9,1,1
35,8,21,0,0.8,0,1
35,9,2,0.2,1,1,1
35,10,28,-0.2,1,0,1
35,11,29,0,1,0,1
35,12,1,-0.4,0.9,0,1
35,13,9,-0.1,1,0,1
35,14,30,0,0.9,0,1
35,15,24,0.3,1,1,1
36,1,8,0.1,1,1,1
36,2,12,0.5,1,1,1
36,3,27,0.1,0.9,1,1
36,4,25,0.4,0.9,1,1
36,5,30,-0.4,0.8,0,1
36,6,9,-0.3,0.7,0,1
36,7,29,0,1,0,1
36,8,22,0.2,0.9,1,1
36,9,2,-0.5,1,0,1
36,10,19,0.4,0.9,1,1
36,11,3,0,0.9,1,1
36,12,4,0.3,1,1,1
36,13,19,0.4,1,1,1
36,14,1,0.4,1,1,1
36,15,21,-0.5,1,0,1
37,1,2,0,0.6,0,1
37,2,14,-0.4,0.7,0,1
37,3,18,0.1,0.9,1,1
37,4,4,-0.1,1,0,1
37,5,23,0.5,0.9,1,1
37,6,1,-0.5,1,0,1
37,7,8,-0.1,0.8,0,1
37,8,12,0.5,1,1,1
37,9,2,0,1,0,1
37,10,2,0,1,0,1
37,11,11,0,1,0,1
37,12,1,-0.5,0.9,0,1
37,13,9,0.3,1,1,1
37,14,14,-0.4,0.7,0,1
37,15,21,0.5,1,1,1
38,1,13,0.2,1,1,1
38,2,3,0.4,0.9,1,1
38,3,12,0.1,0.4,1,0
38,4,14,0.1,0.2,1,0
38,5,27,-0.5,0.8,0,1
38,6,25,0,0.8,0,1
38,7,8,0.4,0.8,1,1
38,8,21,0.5,0.8,1,1
38,9,4,0.2,0.7,1,1
38,10,2,0.4,1,1,1
38,11,9,0.2,0.4,1,0
38,12,8,0.4,0.7,1,1
38,13,23,-0.2,0.9,0,1
38,14,22,0,0.7,0,1
38,15,1,-0.2,0.5,0,1
39,1,8,-0.3,1,0,1
39,2,12,-0.5,1,0,1
39,3,18,0.5,0.9,1,1
39,4,25,-0.3,0.9,0,1
39,5,29,0.2,0.9,1,1
39,6,1,-0.1,1,1,1
39,7,1,-0.1,1,0,1
39,8,5,-0.3,1,0,1
39,9,5,-0.3,0.6,0,1
39,10,29,0.2,0.9,1,1
39,11,18,0.5,0.9,1,1
39,12,1,-0.1,0.9,0,1
39,13,7,-0.3,0.9,0,1
39,14,19,-0.3,1,0,1
39,15,16,0.4,1,1,1
40,1,17,-0.5,1,0,1
40,2,22,-0.1,0.8,0,1
40,3,17,-0.5,0.9,0,1
40,4,24,0,1,1,1
40,5,13,0.5,0.8,1,1
40,6,8,-0.3,0.9,0,1
40,7,29,0.5,1,1,1
40,8,12,-0.1,1,0,1
40,9,12,-0.1,0.9,0,1
40,10,2,0.1,1,1,1
40,11,11,0.3,1,1,1
40,12,3,0.3,0.9,1,1
40,13,9,0.5,1,1,1
40,14,18,0.1,0.8,1,1
40,15,25,-0.4,0.9,0,1
41,1,14,0.4,1,1,1
41,2,8,0.1,0.8,1,1
41,3,27,0.3,0.9,1,1
41,4,20,0.2,1,1,1
41,5,12,0.5,0.9,1,1
41,6,20,0.2,1,1,1
41,7,29,0,1,0,1
41,8,5,0.5,1,1,1
41,9,17,0.4,1,1,1
41,10,28,0.1,1,1,1
41,11,29,0,1,0,1
41,12,3,0.4,0.9,1,1
41,13,19,-0.3,1,0,1
41,14,22,-0.1,0.7,0,1
41,15,16,-0.4,1,0,1
42,1,14,-0.4,1,0,1
42,2,16,-0.4,0.4,0,0
42,3,24,0.1,0.8,1,1
42,4,3,0.5,0.2,1,0
42,5,30,0.2,0.8,1,1
42,6,21,0.1,0.9,1,1
42,7,17,-0.3,0.8,0,1
42,8,22,-0.3,0.9,0,1
42,9,5,-0.1,0.6,1,1
42,10,17,-0.3,0.9,1,1
42,11,5,-0.1,0.9,1,1
42,12,2,0.1,1,1,1
42,13,7,-0.5,0.9,0,1
42,14,27,0.4,0.5,1,1
42,15,24,0.1,1,1,1
43,1,15,0.4,0.9,1,1
43,2,20,-0.2,0.9,0,1
43,3,11,-0.5,0.9,0,1
43,4,13,0.3,0.8,1,1
43,5,12,-0.4,0.9,0,1
43,6,20,-0.2,1,0,1
43,7,9,-0.4,0.8,0,1
43,8,22,0,0.9,1,1
43,9,19,0.3,0.8,1,1
43,10,29,-0.1,0.9,0,1
43,11,12,-0.4,0.9,0,1
43,12,23,-0.4,0.8,0,1
43,13,23,-0.4,0.9,0,1
43,14,14,0,0.7,1,1
43,15,14,0,0.9,1,1
44,1,15,0.3,0.9,1,1
44,2,12,0.3,1,1,1
44,3,17,0.2,0.9,1,1
44,4,8,-0.2,0.7,0,1
44,5,26,0.4,0.9,1,1
44,6,20,0.3,1,1,1
44,7,1,-0.4,1,0,1
44,8,12,0.3,1,1,1
44,9,17,0.2,1,1,1
44,10,28,0.1,1,0,1
44,11,11,-0.2,1,0,1
44,12,2,-0.1,1,0,1
44,13,19,-0.2,1,0,1
44,14,19,-0.2,1,0,1
44,15,14,0.5,0.9,1,1
45,1,14,0,1,1,1
45,2,12,-0.5,1,0,1
45,3,18,0.4,0.9,1,1
45,4,4,0,1,1,1
45,5,25,-0.1,1,0,1
45,6,13,0.2,1,1,1
45,7,17,0.5,0.8,1,1
45,8,11,-0.1,0.8,0,1
45,9,17,0.5,1,1,1
45,10,19,0.4,0.9,1,1
45,11,11,-0.1,1,0,1
45,12,4,0,1,0,1
45,13,12,-0.5,0.9,0,1
45,14,18,0.4,0.8,1,1
45,15,14,0,0.9,1,1
46,1,5,-0.2,0.8,0,1
46,2,3,-0.3,0.9,0,1
46,3,27,0.1,0.9,1,1
46,4,20,0.1,1,1,1
46,5,16,0.2,0.6,1,0
46,6,13,-0.5,1,0,1
46,7,29,-0.5,1,0,1
46,8,25,-0.1,0.9,0,1
46,9,17,0.1,1,0,1
46,10,21,0.2,0.7,1,1
46,11,12,0,0.9,0,1
46,12,16,0.2,0.7,1,1
46,13,9,0,1,0,1
46,14,30,-0.5,0.9,0,1
46,15,24,0.2,1,1,1
47,1,15,-0.1,0.9,0,1
47,2,22,0.2,0.8,1,1
47,3,27,0.1,0.9,1,1
47,4,24,-0.4,1,0,1
47,5,28,-0.1,0.5,0,0
47,6,13,-0.5,1,0,1
47,7,15,-0.1,0.9,0,1
47,8,27,0.1,0.7,1,1
47,9,19,-0.3,0.8,0,1
47,10,25,-0.1,0.9,0,1
47,11,24,-0.4,0.9,0,1
47,12,2,-0.2,1,0,1
47,13,20,0,0.8,0,1
47,14,14,0.3,0.7,1,1
47,15,21,0,1,0,1
48,1,13,0,1,0,1
48,2,12,0.2,1,1,1
48,3,17,0.4,0.9,1,1
48,4,23,0.2,0.7,1,1
48,5,26,0.5,0.9,1,1
48,6,1,-0.2,1,0,1
48,7,1,-0.2,1,0,1
48,8,30,-0.5,0.9,0,1
48,9,4,0.5,0.7,1,1
48,10,25,0.1,0.9,1,1
48,11,11,-0.4,1,0,1
48,12,4,0.5,1,1,1
48,13,9,-0.5,1,0,1
48,14,19,-0.5,1,0,1
48,15,16,0.1,1,1,1
49,1,18,-0.5,0.2,0,0
49,2,16,0.4,0.4,1,0
49,3,6,0.2,0.2,1,0
49,4,14,0.1,0.2,1,0
49,5,7,0,0.4,0,0
49,6,20,0.2,1,1,1
49,7,12,0.3,0.6,1,1
49,8,27,0.5,0.7,1,1
49,9,3,-0.2,0.4,0,0
49,10,16,0.4,0.4,1,0
49,11,15,-0.2,0.4,0,0
49,12,4,0.4,1,1,1
49,13,1,0.3,0.8,1,1
49,14,19,-0.3,1,0,1
49,15,3,-0.2,0.9,0,1
50,1,2,-0.5,0.6,0,1
50,2,3,-0.4,0.9,0,1
50,3,18,0.5,0.9,1,1
50,4,11,0.4,0.9,1,1
50,5,23,-0.5,0.9,0,1
50,6,20,0.1,1,1,1
50,7,27,-0.1,0.8,1,1
50,8,22,-0.3,0.9,0,1
50,9,17,0.5,1,1,1
50,10,17,0.5,0.9,1,1
50,11,12,-0.2,0.9,1,1
50,12,4,0.2,1,1,1
50,13,12,-0.2,0.9,0,1
50,14,22,-0.3,0.7,0,1
50,15,16,-0.1,1,1,1
51,1,20,-0.4,0.6,0,1
51,2,11,0.3,0.7,1,1
51,3,9,0.5,0.4,1,0
51,4,11,0.3,0.9,1,1
51,5,18,0.4,0.9,1,1
51,6,25,0.2,0.8,1,1
51,7,17,0.3,0.8,1,1
51,8,21,-0.3,0.8,0,1
51,9,12,-0.3,0.9,0,1
51,10,25,0.2,0.9,1,1
51,11,5,0.1,0.9,1,1
51,12,4,-0.1,1,0,1
51,13,23,0.5,0.9,1,1
51,14,30,0.2,0.9,1,1
51,15,21,-0.3,1,0,1
52,1,26,-0.4,0.5,0,0
52,2,29,0,0.7,0,1
52,3,28,-0.3,0.7,0,1
52,4,27,0.5,0.1,1,0
52,5,23,0.5,0.9,1,1
52,6,12,0.3,0.4,1,0
52,7,15,-0.4,0.9,0,1
52,8,12,0.3,1,1,1
52,9,11,0.2,0.7,1,1
52,10,15,-0.4,0.4,0,0
52,11,30,-0.3,0.2,0,0
52,12,3,0.2,0.9,1,1
52,13,18,-0.1,0.6,0,0
52,14,29,0,0.6,0,1
52,15,25,-0.2,0.9,0,1
53,1,4,0.5,1,1,1
53,2,21,0.3,0.6,1,1
53,3,12,0,0.4,0,1
53,4,6,-0.2,0.2,0,0
53,5,16,0.1,0.6,1,0
53,6,7,-0.4,0.5,0,1
53,7,29,0.4,1,1,1
53,8,26,0.4,0.8,1,1
53,9,17,-0.5,1,0,1
53,10,21,0.3,0.7,1,1
53,11,14,0.1,0.7,1,1
53,12,2,-0.4,1,0,1
53,13,19,-0.5,1,0,1
53,14,8,0.4,0.8,1,1
53,15,25,-0.2,0.9,0,1
54,1,14,0.3,1,1,1
54,2,8,-0.1,0.8,0,1
54,3,17,0.2,0.9,1,1
