Subj,Trial,Choice,MFval,MBval,MF_top,MB_top
7,10,19,0.5,0.9,1,1
7,11,22,0.4,0.9,1,1
7,12,12,0.5,0.7,1,1
7,13,13,-0.1,0.9,0,1
7,14,19,0.5,1,1,1
7,15,13,-0.1,0.5,0,1
8,1,15,-0.2,0.9,0,1
8,2,3,-0.2,0.9,0,1
8,3,18,0.4,0.9,1,1
8,4,15,-0.2,0.6,0,1
8,5,12,-0.3,0.9,0,1
8,6,21,0.2,0.9,1,1
8,7,6,0,0.6,1,1
8,8,2,-0.4,0.6,0,1
8,9,30,0.4,0.4,1,0
8,10,28,-0.4,1,0,1
8,11,29,-0.3,1,0,1
8,12,10,-0.4,1,0,1
8,13,5,-0.4,0.9,0,1
8,14,30,0.4,0.9,1,1
8,15,24,-0.1,1,1,1
9,1,14,0.4,1,1,1
9,2,8,-0.3,0.8,0,1
9,3,24,-0.5,0.8,0,1
9,4,24,-0.5,1,0,1
9,5,15,0.1,0.3,1,0
9,6,8,-0.3,0.9,0,1
9,7,29,0.2,1,1,1
9,8,23,0.4,0.5,1,0
9,9,30,0.2,0.4,1,0
9,10,19,0,0.9,0,1
9,11,22,-0.1,0.9,0,1
9,12,2,0.4,1,1,1
9,13,5,0.3,0.9,1,1
9,14,4,0.2,0.5,1,1
9,15,25,0.5,0.9,1,1
10,1,17,0.3,1,1,1
10,2,22,0.5,0.8,1,1
10,3,18,0.1,0.9,0,1
10,4,11,0.2,0.9,1,1
10,5,29,-0.3,0.9,0,1
10,6,1,0.2,1,1,1
10,7,1,0.2,1,1,1
10,8,25,0.3,0.9,1,1
10,9,24,-0.2,0.3,0,0
10,10,28,0.2,1,1,1
10,11,18,0.1,0.9,0,1
10,12,2,-0.1,1,0,1
10,13,5,-0.4,0.9,0,1
10,14,19,0.3,1,1,1
10,15,24,-0.2,1,0,1
11,1,14,0.2,1,1,1
11,2,27,0,0.2,0,0
11,3,23,-0.2,0.2,0,0
11,4,26,0,0.6,0,1
11,5,13,-0.3,0.8,0,1
11,6,25,0.2,0.8,1,1
11,7,1,-0.2,1,0,1
11,8,5,0.2,1,1,1
11,9,16,-0.1,0.4,0,0
11,10,26,0,0.9,0,1
11,11,22,-0.4,0.9,0,1
11,12,12,0.3,0.7,1,1
11,13,24,0,0.8,0,1
11,14,1,-0.2,1,0,1
11,15,3,-0.2,0.9,0,1
12,1,13,0.3,1,1,1
12,2,5,-0.3,0.4,0,0
12,3,18,-0.3,0.9,0,1
12,4,11,0.1,0.9,1,1
12,5,18,-0.3,0.9,0,1
12,6,15,0.3,0.4,1,0
12,7,8,0.5,0.8,1,1
12,8,5,-0.3,1,0,1
12,9,26,0.2,0.9,1,1
12,10,25,-0.3,0.9,0,1
12,11,24,-0.2,0.9,0,1
12,12,19,-0.4,0.6,0,0
12,13,7,0.5,0.9,1,1
12,14,26,0.2,0.5,1,0
12,15,21,0.2,1,1,1
13,1,5,0.3,0.8,1,1
13,2,29,-0.3,0.7,0,1
13,3,27,0.1,0.9,1,1
13,4,11,-0.4,0.9,0,1
13,5,18,0.4,0.9,1,1
13,6,20,-0.1,1,0,1
13,7,1,0.4,1,1,1
13,8,12,-0.2,1,0,1
13,9,12,-0.2,0.9,0,1
13,10,2,0.4,1,1,1
13,11,22,-0.4,0.9,0,1
13,12,8,-0.5,0.7,0,1
13,13,12,-0.2,0.9,0,1
13,14,1,0.4,1,1,1
13,15,16,0.1,1,1,1
14,1,11,-0.1,0.4,1,0
14,2,29,0.4,0.7,1,1
14,3,7,-0.2,0.6,0,1
14,4,25,-0.1,0.9,1,1
14,5,16,-0.3,0.6,0,0
14,6,25,-0.1,0.8,0,1
14,7,13,0.4,0.6,1,1
14,8,20,-0.3,0.5,0,0
14,9,29,0.4,0.7,1,1
14,10,10,-0.1,0.9,0,1
14,11,25,-0.1,0.5,1,0
14,12,3,-0.4,0.9,0,1
14,13,28,-0.2,0.9,0,1
14,14,8,0.1,0.8,1,1
14,15,3,-0.4,0.9,0,1
15,1,4,0,1,0,1
15,2,3,0,0.9,0,1
15,3,19,0.5,0.8,1,1
15,4,17,0.2,1,0,1
15,5,25,0.5,1,1,1
15,6,1,0.5,1,1,1
15,7,14,0.2,0.8,0,1
15,8,22,-0.3,0.9,0,1
15,9,12,0.4,0.9,1,1
15,10,10,0.3,0.9,0,1
15,11,29,-0.5,1,0,1
15,12,23,-0.4,0.8,0,1
15,13,7,0.4,0.9,1,1
15,14,30,0.3,0.9,1,1
15,15,14,0.2,0.9,0,1
16,1,17,0.3,1,1,1
16,2,3,-0.1,0.9,0,1
16,3,17,0.3,0.9,1,1
16,4,4,0.2,1,1,1
16,5,29,0.1,0.9,0,1
16,6,22,0.4,0.8,1,1
16,7,29,0.1,1,0,1
16,8,5,0,1,0,1
16,9,2,-0.5,1,0,1
16,10,29,0.1,0.9,1,1
16,11,22,0.4,0.9,1,1
16,12,15,-0.5,0.1,0,0
16,13,12,-0.4,0.9,0,1
16,14,30,0,0.9,0,1
16,15,21,0.4,1,1,1
17,1,25,0.1,0.7,1,1
17,2,3,-0.4,0.9,0,1
17,3,14,0.1,0.8,1,1
17,4,24,0,1,0,1
17,5,9,0.2,0.9,1,1
17,6,1,-0.3,1,0,1
17,7,14,0.1,0.8,1,1
17,8,5,0.2,1,1,1
17,9,22,-0.3,0.6,0,1
17,10,17,0.2,0.9,1,1
17,11,13,0.3,0.2,1,0
17,12,1,-0.3,0.9,0,1
17,13,5,0.2,0.9,1,1
17,14,14,0.1,0.7,0,1
17,15,25,0.1,0.9,0,1
18,1,13,-0.2,1,0,1
18,2,20,-0.1,0.9,1,1
18,3,25,-0.1,0.7,1,1
18,4,22,0.4,0.1,1,0
18,5,23,0.4,0.9,1,1
18,6,20,-0.1,1,1,1
18,7,25,-0.1,0.3,1,0
18,8,27,-0.2,0.7,0,1
18,9,19,-0.1,0.8,0,1
18,10,28,0.3,1,1,1
18,11,3,0.2,0.9,1,1
18,12,14,0.3,0.3,1,0
18,13,7,-0.1,0.9,1,1
18,14,22,0.4,0.7,1,1
18,15,17,-0.1,0.9,1,1
19,1,13,0.4,1,1,1
19,2,3,-0.4,0.9,0,1
19,3,24,-0.5,0.8,0,1
19,4,20,0.5,1,1,1
19,5,23,0.2,0.9,1,1
19,6,21,0.1,0.9,1,1
19,7,29,0.5,1,1,1
19,8,10,-0.2,0.7,0,1
19,9,17,-0.4,1,0,1
19,10,10,-0.2,0.9,0,1
19,11,12,0.4,0.9,1,1
19,12,24,-0.5,0.7,0,1
19,13,28,0.2,0.9,1,1
19,14,1,0.5,1,1,1
19,15,3,-0.4,0.9,0,1
20,1,13,0.3,1,1,1
20,2,3,0.3,0.9,1,1
20,3,27,-0.2,0.9,0,1
20,4,21,-0.4,0.8,0,1
20,5,10,-0.3,0.6,0,0
20,6,1,0.1,1,1,1
20,7,1,0.1,1,0,1
20,8,25,0.5,0.9,1,1
20,9,12,0.4,0.9,1,1
20,10,28,-0.3,1,0,1
20,11,27,-0.2,0.8,0,1
20,12,3,0.3,0.9,1,1
20,13,13,0.3,0.9,1,1
20,14,19,-0.1,1,0,1
20,15,17,0,0.9,0,1
21,1,14,0.4,1,1,1
21,2,3,-0.4,0.9,0,1
21,3,27,0,0.9,0,1
21,4,8,0.5,0.7,1,1
21,5,29,-0.4,0.9,0,1
21,6,13,-0.3,1,0,1
21,7,14,0.4,0.8,1,1
21,8,12,0.3,1,1,1
21,9,2,-0.1,1,0,1
21,10,11,0.4,0.9,1,1
21,11,3,-0.4,0.9,0,1
21,12,4,-0.2,1,0,1
21,13,18,0.1,0.6,1,0
21,14,30,0,0.9,1,1
21,15,17,0.1,0.9,1,1
22,1,8,0,1,1,1
22,2,3,0.4,0.9,1,1
22,3,11,-0.5,0.9,0,1
22,4,24,-0.4,1,0,1
22,5,13,0.5,0.8,1,1
22,6,2,-0.1,0.5,0,1
22,7,7,-0.5,0.3,0,0
22,8,3,0.4,0.5,1,0
22,9,19,0.1,0.8,1,1
22,10,17,-0.5,0.9,0,1
22,11,22,0.1,0.9,1,1
22,12,4,0.4,1,1,1
22,13,24,-0.4,0.8,0,1
22,14,18,0.3,0.8,1,1
22,15,3,0.4,0.9,1,1
23,1,17,0.1,1,1,1
23,2,22,-0.3,0.8,0,1
23,3,11,0.4,0.9,1,1
23,4,20,-0.4,1,0,1
23,5,12,0,0.9,1,1
23,6,20,-0.4,1,0,1
23,7,6,0.3,0.6,1,1
23,8,3,-0.3,0.5,0,0
23,9,21,0,0.2,1,0
23,10,7,-0.5,0.5,0,1
23,11,18,-0.3,0.9,0,1
23,12,10,0.4,1,1,1
23,13,19,0.4,1,1,1
23,14,26,0.5,0.5,1,0
23,15,25,-0.3,0.9,0,1
24,1,18,0.1,0.2,1,0
24,2,18,0.1,0.1,1,0
24,3,24,0.2,0.8,1,1
24,4,13,0.1,0.8,1,1
24,5,30,-0.4,0.8,0,1
24,6,2,0.3,0.5,1,1
24,7,17,0.3,0.8,1,1
24,8,30,-0.4,0.9,0,1
24,9,26,-0.5,0.9,0,1
24,10,25,0.5,0.9,1,1
24,11,18,0.1,0.9,1,1
24,12,27,-0.5,0.7,0,1
24,13,9,-0.3,1,0,1
24,14,29,0.5,0.6,1,1
24,15,6,0.3,0.2,1,0
25,1,2,0.5,0.6,1,1
25,2,3,-0.3,0.9,0,1
25,3,16,-0.5,0.2,0,0
25,4,23,0.2,0.7,1,1
25,5,11,0.5,0.7,1,1
25,6,1,0,1,1,1
25,7,8,-0.3,0.8,0,1
25,8,6,0.2,0.5,1,0
25,9,5,0.1,0.6,1,1
25,10,8,-0.3,0.4,0,0
25,11,12,0.2,0.9,1,1
25,12,2,0.5,1,1,1
25,13,24,0.2,0.8,1,1
25,14,1,0,1,1,1
25,15,3,-0.3,0.9,0,1
26,1,8,0.5,1,1,1
26,2,12,0.5,1,1,1
26,3,27,0.1,0.9,1,1
26,4,24,-0.4,1,0,1
26,5,18,-0.1,0.9,0,1
26,6,8,0.5,0.9,1,1
26,7,7,0.2,0.3,1,0
26,8,12,0.5,1,1,1
26,9,11,-0.3,0.7,0,1
26,10,2,0.5,1,1,1
26,11,6,0.4,0.7,1,1
26,12,12,0.5,0.7,1,1
26,13,7,0.2,0.9,1,1
26,14,1,0.1,1,0,1
26,15,3,0,0.9,0,1
27,1,4,0,1,0,1
27,2,3,0.4,0.9,1,1
27,3,18,0,0.9,0,1
27,4,24,0.2,1,1,1
27,5,25,0,1,0,1
27,6,13,0.4,1,1,1
27,7,29,0.3,1,1,1
27,8,5,-0.1,1,0,1
27,9,17,0.5,1,1,1
27,10,2,0.2,1,1,1
27,11,22,0.5,0.9,1,1
27,12,2,0.2,1,1,1
27,13,23,-0.3,0.9,0,1
27,14,1,0.5,1,1,1
27,15,21,0.4,1,1,1
28,1,14,-0.1,1,1,1
28,2,22,-0.3,0.8,0,1
28,3,19,0.4,0.8,1,1
28,4,17,0.2,1,1,1
28,5,26,0.1,0.9,1,1
28,6,20,-0.2,1,0,1
28,7,1,-0.5,1,0,1
28,8,22,-0.3,0.9,0,1
28,9,19,0.4,0.8,1,1
28,10,19,0.4,0.9,1,1
28,11,24,-0.5,0.9,0,1
28,12,10,-0.1,1,0,1
28,13,5,-0.2,0.9,0,1
28,14,1,-0.5,1,0,1
28,15,17,0.2,0.9,1,1
29,1,7,-0.4,0.3,0,0
29,2,23,-0.2,0,0,0
29,3,30,-0.1,0.7,0,1
29,4,21,-0.4,0.8,0,1
29,5,13,0.4,0.8,1,1
29,6,23,-0.2,0.1,0,0
29,7,15,0.3,0.9,1,1
29,8,15,0.3,0.3,1,0
29,9,7,-0.4,0.6,0,1
29,10,26,-0.3,0.9,0,1
29,11,29,0.4,1,1,1
29,12,24,0,0.7,1,1
29,13,3,0.4,0.8,1,1
29,14,3,0.4,0.4,1,0
29,15,16,0.2,1,1,1
30,1,14,0.3,1,1,1
30,2,7,-0.2,0.3,0,0
30,3,17,0.4,0.9,1,1
30,4,11,0.5,0.9,1,1
30,5,24,0,0.7,0,1
30,6,1,0.3,1,1,1
30,7,28,0.1,0.5,1,1
30,8,11,0.5,0.8,1,1
30,9,4,-0.3,0.7,0,1
30,10,17,0.4,0.9,1,1
30,11,29,-0.4,1,0,1
30,12,1,0.3,0.9,1,1
30,13,28,0.1,0.9,1,1
30,14,19,0.5,1,1,1
30,15,26,0,0.4,1,1
31,1,26,0.2,0.5,0,0
31,2,2,0.1,0.6,0,1
31,3,28,-0.2,0.7,0,1
31,4,4,0.4,1,1,1
31,5,28,-0.2,0.5,0,0
31,6,26,0.2,0.9,1,1
31,7,29,0.5,1,1,1
31,8,25,0.4,0.9,1,1
31,9,17,-0.5,1,0,1
31,10,11,-0.1,0.9,0,1
31,11,3,0.4,0.9,1,1
31,12,24,-0.5,0.7,0,1
31,13,11,-0.1,0.6,0,0
31,14,10,0.3,0.5,1,0
31,15,17,-0.5,0.9,0,1
32,1,9,0.1,0.8,1,1
32,2,3,-0.5,0.9,0,1
32,3,18,-0.2,0.9,0,1
32,4,4,0.3,1,1,1
32,5,12,-0.2,0.9,0,1
32,6,1,0.4,1,1,1
32,7,14,-0.3,0.8,0,1
32,8,12,-0.2,1,0,1
32,9,17,-0.5,1,0,1
32,10,21,0.5,0.7,1,1
32,11,16,0.1,0.7,1,1
32,12,18,-0.2,0.8,0,1
32,13,28,-0.1,0.9,0,1
32,14,9,0.1,0.5,1,0
32,15,24,-0.5,1,0,1
33,1,6,-0.2,0.5,0,0
33,2,3,-0.1,0.9,1,1
33,3,11,0.2,0.9,1,1
33,4,24,-0.5,1,0,1
33,5,4,-0.3,0,0,0
33,6,25,0.5,0.8,1,1
33,7,1,0.2,1,1,1
33,8,5,-0.2,1,0,1
33,9,18,-0.4,0.6,0,1
33,10,29,-0.3,0.9,0,1
33,11,24,-0.5,0.9,0,1
33,12,29,-0.3,0.8,0,1
33,13,19,0.2,1,1,1
33,14,18,-0.4,0.8,0,1
33,15,4,-0.3,0.3,0,0
34,1,13,-0.5,1,0,1
34,2,5,-0.2,0.4,0,0
34,3,11,0.3,0.9,1,1
34,4,16,-0.2,0.2,0,0
34,5,30,-0.2,0.8,0,1
34,6,1,0.3,1,1,1
34,7,15,-0.4,0.9,0,1
34,8,23,0.5,0.5,1,0
34,9,22,-0.4,0.6,0,1
34,10,10,-0.4,0.9,0,1
34,11,5,-0.2,0.9,0,1
34,12,10,-0.4,1,0,1
34,13,5,-0.2,0.9,0,1
34,14,2,0.4,0.4,1,0
34,15,20,-0.2,0,0,0
35,1,8,0.5,1,1,1
35,2,20,-0.2,0.9,0,1
35,3,27,0,0.9,0,1
35,4,4,0.3,1,1,1
35,5,25,0,1,0,1
35,6,8,0.5,0.9,1,1
35,7,12,0.3,0.6,1,1
35,8,22,-0.5,0.9,0,1
35,9,2,0.2,1,1,1
35,10,26,0.3,0.9,1,1
35,11,6,0,0.7,0,1
35,12,1,-0.4,0.9,0,1
35,13,11,0.1,0.6,1,1
35,14,8,0.5,0.8,1,1
35,15,21,0,1,0,1
36,1,8,0.1,1,1,1
36,2,12,0.5,1,1,1
36,3,18,-0.2,0.9,0,1
36,4,25,0.4,0.9,1,1
36,5,12,0.5,0.9,1,1
36,6,8,0.1,0.9,1,1
36,7,16,-0.5,0.4,0,0
36,8,5,-0.2,1,0,1
36,9,2,-0.5,1,0,1
36,10,2,-0.5,1,0,1
36,11,29,0,1,0,1
36,12,4,0.3,1,1,1
36,13,9,-0.3,1,0,1
36,14,12,0.5,0.6,1,1
36,15,16,-0.5,1,0,1
37,1,8,-0.1,1,0,1
37,2,2,0,0.6,0,1
37,3,14,-0.4,0.8,0,1
37,4,4,-0.1,1,0,1
37,5,13,-0.2,0.8,0,1
37,6,22,0.5,0.8,1,1
37,7,8,-0.1,0.8,0,1
37,8,5,0.2,1,1,1
37,9,17,0,1,0,1
37,10,8,-0.1,0.4,0,0
37,11,4,-0.1,0.6,0,1
37,12,22,0.5,0.4,1,0
37,13,4,-0.1,0.6,0,1
37,14,14,-0.4,0.7,0,1
37,15,16,-0.1,1,0,1
38,1,28,0,0.7,0,1
38,2,6,0.3,0.6,1,1
38,3,12,0.1,0.4,1,1
38,4,24,0.1,1,0,1
38,5,28,0,0.5,0,0
38,6,26,-0.1,0.9,0,1
38,7,13,0.2,0.6,1,1
38,8,30,-0.2,0.9,0,1
38,9,28,0,0.2,0,0
38,10,2,0.4,1,1,1
38,11,24,0.1,0.9,0,1
38,12,4,0.2,1,1,1
38,13,11,-0.1,0.6,0,0
38,14,30,-0.2,0.9,0,1
38,15,26,-0.1,0.4,0,1
39,1,19,-0.3,0.3,0,0
39,2,22,-0.4,0.8,0,1
39,3,27,-0.4,0.9,0,1
39,4,12,-0.5,0.8,0,1
39,5,9,0.3,0.9,1,1
39,6,30,0.1,0.5,1,1
39,7,5,-0.3,1,0,1
39,8,12,-0.5,1,0,1
39,9,18,0.5,0.6,1,1
39,10,14,-0.4,0.1,0,0
39,11,14,-0.4,0.7,0,1
39,12,23,0.5,0.8,1,1
39,13,3,-0.3,0.8,0,1
39,14,28,0.4,0,1,0
39,15,14,-0.4,0.9,0,1
40,1,15,-0.1,0.9,0,1
40,2,12,-0.1,1,0,1
40,3,21,-0.5,0,0,0
40,4,17,-0.5,1,0,1
40,5,29,0.5,0.9,1,1
40,6,1,0,1,1,1
40,7,15,-0.1,0.9,0,1
40,8,22,-0.1,0.9,0,1
40,9,22,-0.1,0.6,0,1
40,10,10,-0.4,0.9,0,1
40,11,18,0.1,0.9,1,1
40,12,26,-0.3,0.1,0,0
40,13,9,0.5,1,1,1
40,14,1,0,1,1,1
40,15,14,-0.5,0.9,0,1
41,1,17,0.4,1,1,1
41,2,14,0.4,0.7,1,1
41,3,7,0.1,0.6,1,1
41,4,4,-0.3,1,0,1
41,5,13,0.1,0.8,1,1
41,6,17,0.4,0.1,1,0
41,7,14,0.4,0.8,1,1
41,8,30,0.3,0.9,1,1
41,9,22,-0.1,0.6,0,1
41,10,10,0.5,0.9,1,1
41,11,19,-0.3,0,0,0
41,12,10,0.5,1,1,1
41,13,24,0.1,0.8,1,1
41,14,22,-0.1,0.7,0,1
41,15,14,0.4,0.9,1,1
42,1,14,-0.4,1,0,1
42,2,22,-0.3,0.8,1,1
42,3,3,0.5,0.2,1,0
42,4,25,-0.4,0.9,0,1
42,5,12,-0.3,0.9,0,1
42,6,13,0.5,1,1,1
42,7,29,-0.5,1,0,1
42,8,5,-0.1,1,1,1
42,9,2,0.1,1,1,1
42,10,28,-0.1,1,1,1
42,11,5,-0.1,0.9,1,1
42,12,19,-0.4,0.6,0,0
42,13,9,-0.2,1,1,1
42,14,19,-0.4,1,0,1
42,15,3,0.5,0.9,1,1
43,1,20,-0.2,0.6,0,1
43,2,17,-0.2,0.7,0,1
43,3,27,-0.3,0.9,0,1
43,4,8,-0.2,0.7,0,1
43,5,23,-0.4,0.9,0,1
43,6,1,0,1,1,1
43,7,27,-0.3,0.8,0,1
43,8,14,0,0.6,1,1
43,9,17,-0.2,1,0,1
43,10,28,0.1,1,1,1
43,11,5,0.2,0.9,1,1
43,12,2,0.5,1,1,1
43,13,19,0.3,1,1,1
43,14,1,0,1,1,1
43,15,14,0,0.9,1,1
44,1,9,0.5,0.8,1,1
44,2,5,-0.3,0.4,0,0
44,3,27,0.2,0.9,1,1
44,4,23,-0.4,0.7,0,1
44,5,12,0.3,0.9,1,1
44,6,20,0.3,1,1,1
44,7,5,-0.3,1,0,1
44,8,19,-0.2,0.6,0,1
44,9,3,-0.2,0.4,0,0
44,10,2,-0.1,1,0,1
44,11,29,0.1,1,0,1
44,12,4,0.4,1,1,1
44,13,12,0.3,0.9,1,1
44,14,3,-0.2,0.4,0,0
44,15,16,0.2,1,1,1
45,1,28,-0.4,0.7,0,1
45,2,1,-0.1,0.7,0,1
45,3,19,0.4,0.8,1,1
45,4,17,0.5,1,1,1
45,5,29,-0.2,0.9,0,1
45,6,26,-0.2,0.9,0,1
45,7,17,0.5,0.8,1,1
45,8,20,-0.5,0.5,0,0
45,9,17,0.5,1,1,1
45,10,10,0.4,0.9,1,1
45,11,24,-0.5,0.9,0,1
45,12,19,0.4,0.6,1,1
45,13,10,0.4,0.3,1,0
45,14,14,0,0.7,0,1
45,15,21,0.4,1,1,1
46,1,17,0.1,1,1,1
46,2,5,-0.2,0.4,0,0
46,3,24,0.2,0.8,1,1
46,4,11,0.1,0.9,1,1
46,5,1,0.5,0.7,1,1
46,6,21,0.2,0.9,1,1
46,7,29,-0.5,1,0,1
46,8,12,0,1,0,1
46,9,3,-0.3,0.4,0,0
46,10,19,0.4,0.9,1,1
46,11,28,0.2,0.8,1,1
46,12,4,0.5,1,1,1
46,13,5,-0.2,0.9,0,1
46,14,19,0.4,1,1,1
46,15,21,0.2,1,1,1
47,1,8,-0.5,1,0,1
47,2,19,-0.3,0.6,0,1
47,3,11,0.3,0.9,1,1
47,4,13,-0.5,0.8,0,1
47,5,29,0.2,0.9,1,1
47,6,9,0.1,0.7,1,1
47,7,29,0.2,1,1,1
47,8,1,-0.5,0.5,0,0
47,9,23,0.1,0,1,0
47,10,2,-0.2,1,0,1
47,11,28,-0.1,0.8,0,1
47,12,7,-0.3,0.6,0,0
47,13,7,-0.3,0.9,0,1
47,14,27,0.1,0.5,1,1
47,15,16,0.3,1,1,1
48,1,12,0.2,0.8,1,1
48,2,22,0.4,0.8,1,1
48,3,14,-0.5,0.8,0,1
48,4,24,0.2,1,1,1
48,5,18,0,0.9,0,1
48,6,25,0.1,0.8,1,1
48,7,12,0.2,0.6,1,1
48,8,12,0.2,1,1,1
48,9,2,0.5,1,1,1
48,10,19,-0.5,0.9,0,1
48,11,5,-0.4,0.9,0,1
48,12,2,0.5,1,1,1
48,13,5,-0.4,0.9,0,1
48,14,6,0.1,0.5,1,0
48,15,24,0.2,1,1,1
49,1,8,0,1,0,1
49,2,12,0.3,1,1,1
49,3,19,-0.3,0.8,0,1
49,4,20,0.2,1,1,1
49,5,19,-0.3,0.5,0,0
49,6,20,0.2,1,1,1
49,7,5,0.2,1,1,1
49,8,25,-0.4,0.9,0,1
49,9,15,-0.2,0.5,0,1
49,10,25,-0.4,0.9,0,1
49,11,29,-0.1,1,0,1
49,12,27,0.5,0.7,1,1
49,13,11,-0.1,0.6,0,1
49,14,14,0.1,0.7,0,1
49,15,22,0.5,0.3,1,0
50,1,6,0.3,0.5,1,0
50,2,20,0.1,0.9,1,1
50,3,2,-0.5,0.4,0,1
50,4,4,0.2,1,1,1
50,5,1,-0.2,0.7,1,1
50,6,30,-0.2,0.5,0,1
50,7,5,0.1,1,1,1
50,8,6,0.3,0.5,1,0
50,9,3,-0.4,0.4,0,0
50,10,12,-0.2,0.1,0,0
50,11,20,0.1,0,1,0
50,12,4,0.2,1,1,1
50,13,12,-0.2,0.9,0,1
50,14,19,0.4,1,1,1
50,15,20,0.1,0,1,0
51,1,17,0.3,1,1,1
51,2,3,-0.2,0.9,0,1
51,3,18,0.4,0.9,1,1
51,4,25,0.2,0.9,1,1
51,5,2,0.4,0.8,1,1
51,6,29,0.3,0.2,1,0
51,7,5,0.1,1,1,1
51,8,5,0.1,1,1,1
51,9,7,0.4,0.6,1,1
51,10,2,0.4,1,1,1
51,11,5,0.1,0.9,1,1
51,12,3,-0.2,0.9,0,1
51,13,1,0.5,0.8,1,1
51,14,10,-0.4,0.5,0,0
51,15,21,-0.3,1,0,1
52,1,26,-0.4,0.5,0,0
52,2,19,0.5,0.6,1,1
52,3,19,0.5,0.8,1,1
52,4,20,0.3,1,1,1
52,5,21,0.5,0.7,1,1
52,6,25,-0.2,0.8,0,1
52,7,14,-0.3,0.8,0,1
52,8,11,0.2,0.8,1,1
52,9,15,-0.4,0.5,0,1
52,10,21,0.5,0.7,1,1
52,11,12,0.3,0.9,1,1
52,12,30,-0.3,0.7,0,1
52,13,9,0,1,0,1
52,14,20,0.3,0.5,1,1
52,15,17,0.3,0.9,1,1
53,1,25,-0.2,0.7,0,1
53,2,14,0.1,0.7,1,1
53,3,11,-0.1,0.9,0,1
53,4,25,-0.2,0.9,0,1
53,5,16,0.1,0.6,1,0
53,6,20,-0.3,1,0,1
53,7,5,0.4,1,1,1
53,8,27,0.4,0.7,1,1
