Subj,Trial,Choice,MFval,MBval,MF_top,MB_top
40,10,9,0.5,0.2,1,0
40,11,9,0.5,0.4,1,0
40,12,13,0.5,0.4,1,0
40,13,4,0.4,0.6,1,1
40,14,16,0.3,0.2,1,0
40,15,19,0,0.2,0,0
41,1,14,0.4,1,1,1
41,2,10,0.5,0.1,1,0
41,3,10,0.5,0.6,1,1
41,4,10,0.5,0.2,1,0
41,5,14,0.4,0.5,1,0
41,6,25,0.2,0.8,1,1
41,7,5,0.5,1,1,1
41,8,12,0.5,1,1,1
41,9,23,0.1,0,1,0
41,10,18,0.5,0.3,1,0
41,11,28,0.1,0.8,1,1
41,12,12,0.5,0.7,1,1
41,13,20,0.2,0.8,1,1
41,14,15,0.5,0.1,1,0
41,15,24,0.1,1,0,1
42,1,27,0.4,0,1,0
42,2,3,0.5,0.9,1,1
42,3,10,-0.3,0.6,0,1
42,4,27,0.4,0.1,1,0
42,5,27,0.4,0.8,1,1
42,6,15,0.3,0.4,1,0
42,7,23,0.4,0.2,1,0
42,8,27,0.4,0.7,1,1
42,9,23,0.4,0,1,0
42,10,30,0.2,0.4,1,0
42,11,4,0,0.6,1,1
42,12,3,0.5,0.9,1,1
42,13,13,0.5,0.9,1,1
42,14,3,0.5,0.4,1,0
42,15,15,0.3,0.4,1,0
43,1,13,0.3,1,1,1
43,2,2,0.5,0.6,1,1
43,3,15,0.4,0.4,1,0
43,4,15,0.4,0.6,1,1
43,5,28,0.1,0.5,1,0
43,6,2,0.5,0.5,1,1
43,7,15,0.4,0.9,1,1
43,8,15,0.4,0.3,1,0
43,9,30,0.5,0.4,1,0
43,10,2,0.5,1,1,1
43,11,30,0.5,0.2,1,0
43,12,7,0.3,0.6,1,0
43,13,19,0.3,1,1,1
43,14,30,0.5,0.9,1,1
43,15,2,0.5,0,1,0
44,1,26,0.4,0.5,1,0
44,2,20,0.3,0.9,1,1
44,3,12,0.3,0.4,1,1
44,4,10,0.5,0.2,1,0
44,5,27,0.2,0.8,1,1
44,6,26,0.4,0.9,1,1
44,7,9,0.5,0.8,1,1
44,8,15,0.3,0.3,1,0
44,9,14,0.5,0.2,1,0
44,10,21,0.2,0.7,1,1
44,11,15,0.3,0.4,1,0
44,12,15,0.3,0.1,1,0
44,13,29,0.1,0,0,0
44,14,22,0.1,0.7,1,1
44,15,12,0.3,0.4,1,0
45,1,3,0.2,0.2,1,0
45,2,13,0.2,0.2,1,0
45,3,12,-0.5,0.4,0,0
45,4,10,0.4,0.2,1,0
45,5,17,0.5,0.4,1,0
45,6,7,0.3,0.5,1,1
45,7,5,-0.4,1,0,1
45,8,16,0.3,0.1,1,0
45,9,7,0.3,0.6,1,1
45,10,30,0.3,0.4,1,0
45,11,5,-0.4,0.9,0,1
45,12,4,0,1,1,1
45,13,22,0.3,0.2,1,0
45,14,21,0.4,0.3,1,0
45,15,15,0,0.4,0,1
46,1,28,0.2,0.7,1,1
46,2,8,0.5,0.8,1,1
46,3,20,0.1,0.1,0,0
46,4,4,0.5,1,1,1
46,5,28,0.2,0.5,1,0
46,6,4,0.5,0.7,1,1
46,7,23,0.5,0.2,1,0
46,8,19,0.4,0.6,1,1
46,9,24,0.2,0.3,1,0
46,10,6,0.4,0.6,1,1
46,11,4,0.5,0.6,1,1
46,12,11,0.1,0,0,0
46,13,8,0.5,0.7,1,1
46,14,4,0.5,0.5,1,0
46,15,27,0.1,0.4,1,1
47,1,16,0.3,0.1,1,0
47,2,5,0.1,0.4,1,0
47,3,9,0.1,0.4,1,1
47,4,18,0.3,0.2,1,0
47,5,24,-0.4,0.7,0,1
47,6,18,0.3,0.3,1,0
47,7,9,0.1,0.8,1,1
47,8,16,0.3,0.1,1,0
47,9,23,0.1,0,1,0
47,10,7,-0.3,0.5,0,1
47,11,7,-0.3,0.2,0,0
47,12,11,0.3,0,1,0
47,13,23,0.1,0.9,1,1
47,14,9,0.1,0.5,1,1
47,15,11,0.3,0.4,1,0
48,1,22,0.4,0.8,1,1
48,2,2,0.5,0.6,1,1
48,3,24,0.2,0.8,1,1
48,4,2,0.5,0,1,0
48,5,26,0.5,0.9,1,1
48,6,2,0.5,0.5,1,1
48,7,3,0.3,0.3,1,0
48,8,26,0.5,0.8,1,1
48,9,26,0.5,0.9,1,1
48,10,26,0.5,0.9,1,1
48,11,20,0.3,0,1,0
48,12,20,0.3,0.1,1,0
48,13,26,0.5,0.4,1,0
48,14,12,0.2,0.6,1,1
48,15,24,0.2,1,1,1
49,1,17,0.1,1,0,1
49,2,27,0.5,0.2,1,0
49,3,13,0.3,0.5,1,1
49,4,24,0.4,1,1,1
49,5,24,0.4,0.7,1,1
49,6,5,0.2,0.1,1,0
49,7,1,0.3,1,1,1
49,8,26,0.2,0.8,1,1
49,9,27,0.5,0.2,1,0
49,10,13,0.3,0.8,1,1
49,11,20,0.2,0,1,0
49,12,24,0.4,0.7,1,1
49,13,22,0.5,0.2,1,0
49,14,23,0.2,0.1,1,0
49,15,15,-0.2,0.4,0,1
50,1,11,0.4,0.4,1,0
50,2,17,0.5,0.7,1,1
50,3,19,0.4,0.8,1,1
50,4,25,0.2,0.9,1,1
50,5,5,0.1,0.1,1,0
50,6,25,0.2,0.8,1,1
50,7,7,-0.2,0.3,1,0
50,8,20,0.1,0.5,1,0
50,9,20,0.1,0.2,1,0
50,10,30,-0.2,0.4,0,0
50,11,13,0.3,0.2,1,0
50,12,2,-0.5,1,0,1
50,13,11,0.4,0.6,1,0
50,14,13,0.3,0.2,1,0
50,15,11,0.4,0.4,1,1
51,1,22,0,0.8,1,1
51,2,7,0.4,0.3,1,0
51,3,23,0.5,0.2,1,0
51,4,8,0.3,0.7,1,1
51,5,8,0.3,0.6,1,0
51,6,8,0.3,0.9,1,1
51,7,19,0.3,0.5,1,1
51,8,19,0.3,0.6,1,1
51,9,29,0.3,0.7,1,1
51,10,30,0.2,0.4,1,0
51,11,4,-0.1,0.6,0,1
51,12,8,0.3,0.7,1,1
51,13,13,-0.4,0.9,0,1
51,14,1,0.5,1,1,1
51,15,25,0.2,0.9,1,1
52,1,2,0.5,0.6,1,1
52,2,13,-0.3,0.2,0,0
52,3,23,0.5,0.2,1,0
52,4,27,0.5,0.1,1,0
52,5,27,0.5,0.8,1,1
52,6,3,0.2,0.2,1,0
52,7,27,0.5,0.8,1,1
52,8,20,0.3,0.5,1,0
52,9,27,0.5,0.2,1,0
52,10,12,0.3,0.1,1,0
52,11,23,0.5,0.5,1,0
52,12,27,0.5,0.7,1,1
52,13,12,0.3,0.9,1,1
52,14,27,0.5,0.5,1,0
52,15,27,0.5,0.4,1,1
53,1,26,0.4,0.5,1,0
53,2,9,0.5,0.4,1,0
53,3,29,0.4,0.1,1,0
53,4,24,0.2,1,1,1
53,5,21,0.3,0.7,1,1
53,6,8,0.4,0.9,1,1
53,7,14,0.1,0.8,1,1
