"subject","version","assignmentId","cond","practice","prompt","choice","modality","correct","rt","trial","stamp","id"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","delay","0","bookshelf","1","possible","-1","256","17","2018-01-10 17:19:09","13410"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","delay","0","structure","1","possible","-1","81","18","2018-01-10 17:19:11","13411"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","delay","0","chocolate","0","possible","-1","1244","19","2018-01-10 17:19:14","13412"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","delay","0","elephant","0","possible","-1","168","20","2018-01-10 17:19:16","13413"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","delay","0","fortune","0","should","-1","370","0","2018-01-10 17:19:18","13414"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","delay","0","football","0","should","-1","1061","1","2018-01-10 17:19:21","13415"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","delay","0","helicopter","0","should","-1","330","2","2018-01-10 17:19:24","13416"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","delay","0","community","1","should","-1","250","3","2018-01-10 17:19:26","13417"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","delay","0","traffic","1","should","-1","88","4","2018-01-10 17:19:28","13418"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","delay","0","whisper","0","should","-1","814","5","2018-01-10 17:19:31","13419"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","delay","0","structure","0","should","-1","1268","6","2018-01-10 17:19:34","13420"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","delay","0","elephant","0","should","-1","140","7","2018-01-10 17:19:36","13421"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","delay","0","mountain","0","should","-1","176","8","2018-01-10 17:19:39","13422"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","delay","0","umbrella","1","should","-1","420","9","2018-01-10 17:19:41","13423"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","delay","0","machine","0","should","-1","681","10","2018-01-10 17:19:44","13424"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","delay","0","stomach","1","should","-1","74","11","2018-01-10 17:19:46","13425"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","delay","0","sunlight","0","should","-1","678","12","2018-01-10 17:19:48","13426"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","delay","0","keyboard","1","should","-1","217","13","2018-01-10 17:19:51","13427"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","delay","0","bookshelf","0","should","-1","46","14","2018-01-10 17:19:53","13428"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","delay","0","chocolate","0","should","-1","89","15","2018-01-10 17:19:55","13429"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","delay","0","wedding","0","should","-1","1284","16","2018-01-10 17:19:58","13430"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","delay","0","ladder","1","should","-1","27","17","2018-01-10 17:20:00","13431"
"AIUKV0KVALMY6","cs_wg_v9_pilot3","3EJJQNKU9R668TZ8EV9H90Q196SHRH","pressure","1","Imagine that someone runs 2 miles in 15 minutes to raise money for charity.","0","could","0","3935","0","2018-01-10 17:20:00","13432"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","delay","0","basket","1","should","-1","244","18","2018-01-10 17:20:02","13433"
"AIUKV0KVALMY6","cs_wg_v9_pilot3","3EJJQNKU9R668TZ8EV9H90Q196SHRH","pressure","1","Imagine that someone burns 20 dollar bills with a match.","1","could","1","2507","1","2018-01-10 17:20:04","13434"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","delay","0","doorway","0","should","-1","322","19","2018-01-10 17:20:05","13435"
"AIUKV0KVALMY6","cs_wg_v9_pilot3","3EJJQNKU9R668TZ8EV9H90Q196SHRH","pressure","1","Imagine that someone runs 1000 miles in 15 minutes to escape the police after committing a crime.","0","could","1","1269","2","2018-01-10 17:20:06","13436"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","delay","0","military","0","should","-1","146","20","2018-01-10 17:20:07","13437"
"AIUKV0KVALMY6","cs_wg_v9_pilot3","3EJJQNKU9R668TZ8EV9H90Q196SHRH","pressure","1","Imagine that someone jumps 3 feet in the air to make a basketball shot.","1","could","1","1506","3","2018-01-10 17:20:09","13438"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","delay","0","chocolate","0","ought","-1","497","0","2018-01-10 17:20:09","13439"
"AIUKV0KVALMY6","cs_wg_v9_pilot3","3EJJQNKU9R668TZ8EV9H90Q196SHRH","pressure","1","Imagine that someone makes 1 million dollar bills appear out of nowhere.","0","could","1","1332","4","2018-01-10 17:20:11","13440"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","delay","0","wedding","0","ought","-1","1209","1","2018-01-10 17:20:13","13441"
"AIUKV0KVALMY6","cs_wg_v9_pilot3","3EJJQNKU9R668TZ8EV9H90Q196SHRH","pressure","1","Imagine that someone lifts a 20 pound rock and throws it at another person's head.","0","could","0","1900","5","2018-01-10 17:20:14","13442"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","delay","0","keyboard","1","ought","-1","98","2","2018-01-10 17:20:15","13443"
"AIUKV0KVALMY6","cs_wg_v9_pilot3","3EJJQNKU9R668TZ8EV9H90Q196SHRH","pressure","1","Imagine that someone lifts a 200-ton car off the ground to save a child's life.","0","could","1","1718","6","2018-01-10 17:20:17","13444"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","delay","0","helicopter","0","ought","-1","1660","3","2018-01-10 17:20:18","13445"
"AIUKV0KVALMY6","cs_wg_v9_pilot3","3EJJQNKU9R668TZ8EV9H90Q196SHRH","pressure","1","Imagine that someone jumps 40,000 feet in the air and gets hit by an airplane.","0","could","1","1345","7","2018-01-10 17:20:19","13446"
"A2MQMMCVZJTFL2","cs_wg_v9_pilot3","3QL2OFSM96JUCNW0ZWEZPPOBVHYNCQ","pressure","1","Imagine that someone lifts a 200-ton car off the ground to save a child's life.","1","should","1","5214","0","2018-01-10 17:20:20","13447"
"AIUKV0KVALMY6","cs_wg_v9_pilot3","3EJJQNKU9R668TZ8EV9H90Q196SHRH","pressure","1","Imagine that someone runs 2 miles in 15 minutes to raise money for charity.","1","should","1","1332","0","2018-01-10 17:20:21","13448"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","delay","0","doorway","0","ought","-1","1012","4","2018-01-10 17:20:21","13449"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","delay","0","military","0","ought","-1","299","5","2018-01-10 17:20:24","13450"
"AIUKV0KVALMY6","cs_wg_v9_pilot3","3EJJQNKU9R668TZ8EV9H90Q196SHRH","pressure","1","Imagine that someone lifts a 20 pound rock and throws it at another person's head.","0","should","1","1508","1","2018-01-10 17:20:24","13451"
"A2MQMMCVZJTFL2","cs_wg_v9_pilot3","3QL2OFSM96JUCNW0ZWEZPPOBVHYNCQ","pressure","1","Imagine that someone makes 1 million dollar bills appear out of nowhere.","1","should","1","4944","1","2018-01-10 17:20:26","13452"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","delay","0","sunlight","0","ought","-1","238","6","2018-01-10 17:20:26","13453"
"AIUKV0KVALMY6","cs_wg_v9_pilot3","3EJJQNKU9R668TZ8EV9H90Q196SHRH","pressure","1","Imagine that someone burns 20 dollar bills with a match.","1","should","0","1862","2","2018-01-10 17:20:27","13454"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","delay","0","football","0","ought","-1","21","7","2018-01-10 17:20:28","13455"
"A2MQMMCVZJTFL2","cs_wg_v9_pilot3","3QL2OFSM96JUCNW0ZWEZPPOBVHYNCQ","pressure","1","Imagine that someone runs 2 miles in 15 minutes to raise money for charity.","1","should","1","2749","2","2018-01-10 17:20:29","13456"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","delay","0","elephant","0","ought","-1","355","8","2018-01-10 17:20:30","13457"
"AIUKV0KVALMY6","cs_wg_v9_pilot3","3EJJQNKU9R668TZ8EV9H90Q196SHRH","pressure","1","Imagine that someone jumps 40,000 feet in the air and gets hit by an airplane.","0","should","1","4290","3","2018-01-10 17:20:32","13458"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","delay","0","structure","0","ought","-1","334","9","2018-01-10 17:20:33","13459"
"A3GE84T9AR3YS9","cs_wg_v9_pilot3","3EKVH9QMEY58STDLD9BQH73V5MJD2P","pressure","1","Imagine that someone burns 20 dollar bills with a match.","0","ought","1","5402","0","2018-01-10 17:20:33","13460"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","delay","0","fortune","0","ought","-1","4","10","2018-01-10 17:20:35","13461"
"AIUKV0KVALMY6","cs_wg_v9_pilot3","3EJJQNKU9R668TZ8EV9H90Q196SHRH","pressure","1","Imagine that someone makes 1 million dollar bills appear out of nowhere.","1","should","1","1818","4","2018-01-10 17:20:35","13462"
"A2MQMMCVZJTFL2","cs_wg_v9_pilot3","3QL2OFSM96JUCNW0ZWEZPPOBVHYNCQ","pressure","1","Imagine that someone jumps 3 feet in the air to make a basketball shot.","0","should","0","5546","3","2018-01-10 17:20:36","13463"
"A3GE84T9AR3YS9","cs_wg_v9_pilot3","3EKVH9QMEY58STDLD9BQH73V5MJD2P","pressure","1","Imagine that someone lifts a 20 pound rock and throws it at another person's head.","0","ought","1","1961","1","2018-01-10 17:20:36","13464"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","delay","0","umbrella","1","ought","-1","37","11","2018-01-10 17:20:37","13465"
"AIUKV0KVALMY6","cs_wg_v9_pilot3","3EJJQNKU9R668TZ8EV9H90Q196SHRH","pressure","1","Imagine that someone lifts a 200-ton car off the ground to save a child's life.","1","should","1","1790","5","2018-01-10 17:20:38","13466"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","delay","0","stomach","1","ought","-1","557","12","2018-01-10 17:20:39","13467"
"A2MQMMCVZJTFL2","cs_wg_v9_pilot3","3QL2OFSM96JUCNW0ZWEZPPOBVHYNCQ","pressure","1","Imagine that someone lifts a 20 pound rock and throws it at another person's head.","0","should","1","2422","4","2018-01-10 17:20:39","13468"
"AIUKV0KVALMY6","cs_wg_v9_pilot3","3EJJQNKU9R668TZ8EV9H90Q196SHRH","pressure","1","Imagine that someone runs 1000 miles in 15 minutes to escape the police after committing a crime.","1","should","0","1739","6","2018-01-10 17:20:40","13469"
"A3GE84T9AR3YS9","cs_wg_v9_pilot3","3EKVH9QMEY58STDLD9BQH73V5MJD2P","pressure","1","Imagine that someone makes 1 million dollar bills appear out of nowhere.","1","ought","1","4132","2","2018-01-10 17:20:41","13470"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","delay","0","community","1","ought","-1","98","13","2018-01-10 17:20:41","13471"
"A2MQMMCVZJTFL2","cs_wg_v9_pilot3","3QL2OFSM96JUCNW0ZWEZPPOBVHYNCQ","pressure","1","Imagine that someone burns 20 dollar bills with a match.","0","should","1","1482","5","2018-01-10 17:20:42","13472"
"AIUKV0KVALMY6","cs_wg_v9_pilot3","3EJJQNKU9R668TZ8EV9H90Q196SHRH","pressure","1","Imagine that someone jumps 3 feet in the air to make a basketball shot.","1","should","1","1372","7","2018-01-10 17:20:43","13473"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","delay","0","ladder","1","ought","-1","10","14","2018-01-10 17:20:43","13474"
"A3GE84T9AR3YS9","cs_wg_v9_pilot3","3EKVH9QMEY58STDLD9BQH73V5MJD2P","pressure","1","Imagine that someone jumps 40,000 feet in the air and gets hit by an airplane.","0","ought","1","2110","3","2018-01-10 17:20:44","13475"
"AIUKV0KVALMY6","cs_wg_v9_pilot3","3EJJQNKU9R668TZ8EV9H90Q196SHRH","pressure","1","Imagine that someone lifts a 20 pound rock and throws it at another person's head.","0","possible","0","1316","0","2018-01-10 17:20:45","13476"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","delay","0","basket","1","ought","-1","299","15","2018-01-10 17:20:46","13477"
"A2MQMMCVZJTFL2","cs_wg_v9_pilot3","3QL2OFSM96JUCNW0ZWEZPPOBVHYNCQ","pressure","1","Imagine that someone runs 1000 miles in 15 minutes to escape the police after committing a crime.","0","should","1","4217","6","2018-01-10 17:20:47","13478"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","delay","0","traffic","1","ought","-1","306","16","2018-01-10 17:20:48","13479"
"A3GE84T9AR3YS9","cs_wg_v9_pilot3","3EKVH9QMEY58STDLD9BQH73V5MJD2P","pressure","1","Imagine that someone runs 1000 miles in 15 minutes to escape the police after committing a crime.","0","ought","1","3248","4","2018-01-10 17:20:49","13480"
"AIUKV0KVALMY6","cs_wg_v9_pilot3","3EJJQNKU9R668TZ8EV9H90Q196SHRH","pressure","1","Imagine that someone runs 1000 miles in 15 minutes to escape the police after committing a crime.","0","possible","1","2727","1","2018-01-10 17:20:49","13481"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","delay","0","whisper","0","ought","-1","471","17","2018-01-10 17:20:50","13482"
"A2MQMMCVZJTFL2","cs_wg_v9_pilot3","3QL2OFSM96JUCNW0ZWEZPPOBVHYNCQ","pressure","1","Imagine that someone jumps 40,000 feet in the air and gets hit by an airplane.","0","should","1","2438","7","2018-01-10 17:20:51","13483"
"AIUKV0KVALMY6","cs_wg_v9_pilot3","3EJJQNKU9R668TZ8EV9H90Q196SHRH","pressure","1","Imagine that someone makes 1 million dollar bills appear out of nowhere.","0","possible","1","1682","2","2018-01-10 17:20:51","13484"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","delay","0","machine","0","ought","-1","52","18","2018-01-10 17:20:52","13485"
"A3GE84T9AR3YS9","cs_wg_v9_pilot3","3EKVH9QMEY58STDLD9BQH73V5MJD2P","pressure","1","Imagine that someone runs 2 miles in 15 minutes to raise money for charity.","1","ought","1","3111","5","2018-01-10 17:20:53","13486"
"AIUKV0KVALMY6","cs_wg_v9_pilot3","3EJJQNKU9R668TZ8EV9H90Q196SHRH","pressure","1","Imagine that someone jumps 40,000 feet in the air and gets hit by an airplane.","0","possible","1","1420","3","2018-01-10 17:20:54","13487"
