"subject","version","assignmentId","instructions_time","total_time","gender","s1_bonus","write_down","comments","tr_choices","tr_rt","tr_resp","tr_resp2","tr_resp_correct","tr_resp2_correct","stamp","id"
"A1VWLIXBS4WDOD","cs_wg_v3_real2","3ZDAD0O1T1EGAYCFNOWYC1FB6NCXT0","78177","2760275","Male","755","No","I tried to put the first word that came to my mind. I let my gut tell me what to write.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 16:28:56","384"
"ASARROL2Q6XRM","cs_wg_v3_real2","3WS1NTTKEYDYU3O3PS22MJDZ57K0F1","37582","3595644","Male","703","No",,NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 16:32:06","385"
"ASB8T0H7L99RF","cs_wg_v3_real2","3N1FSUEFL51IV7S8HNUEAM0RA6KD4J","36407","2824755","Male","598","No",,NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 16:34:50","386"
"AQJWO4YPR3LUQ","cs_wg_v3_real2","3U84XHCDICELY8X495JB1EJUYOU4Z9","170971","3980902","Female","718","No","I tried to recall the largest words for the part where I had to figure out the points value of the letters.  As for the recall part I tried to remember most of the words with the least value first. ",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 16:35:48","387"
"A2551EKB87S2XY","cs_wg_v3_real2","3SB5N7Y3O35483KY0C8K44DB6MK0G0","21343","1751112","Male","600","No","just tried to do my best based on what i remember",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 16:37:22","388"
"AUQTHU5AOZVQC","cs_wg_v3_real2","3L6L49WXW0YNRUDF2HCVCACZXPM543","117880","2157268","Male","756","No","I found this study to be challenging at times but a lot of fun to complete. The study itself ran very smoothly and as expected throughout. I was surprised how well I remembered some of the words and their amounts as I thought I would struggle with that part of the experiment. ",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 16:38:03","389"
"AK3H5QRAROFGP","cs_wg_v3_real2","3RWE2M8QWHBAIV1KNGLFUOM87Y60N8","108619","2467845","Male","746","No","I tried to quickly think of the words I remembered and I tried to select the one that best fit the criteria. I also wrote out some words in the provided space at times to help me.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 16:40:16","390"
"A1FV7GRQF2O7LY","cs_wg_v3_real2","3QY7M81QH7NNS0G1B2E8HBFRLH77KA","103310","2253451","Female","726","No",,NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 16:41:59","391"
"ANA6D4XJOMR4I","cs_wg_v3_real2","3AQF3RZ558JT8EAIRHIJVKNQIA6F6H","118779","2563597","Female","674","No","It was fun!

I tried to remember the tens and zeros first.  As it got longer I tried to link words to ""good"" and ""bad"" (meaning choose points instead) in my head. ",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 16:43:03","392"
"AYVARBZ9EH6J1","cs_wg_v3_real2","3YZ8UPK3VTN77DG9WXQL3KG3OJWCU5","15350","1781233","Male","759","No",,NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 16:43:06","393"
"A3G5IPGLH1IIZN","cs_wg_v3_real2","3PW9OPU9PQLE0YX9XGRVG52K1VL21M","76266","2550236","Female","733","No","It dawned on me to think of an example while I was trying to understand the instructions for the next question.  It is embarrassing that I did not think of that right at the beginning.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 16:43:15","394"
"A19L9MK673JAAG","cs_wg_v3_real2","3BGYGHDBBXLLPJF5GKR9LOCPT1Z223","70652","2389357","Male","672","No","To try and remember the words the best I can and write them out quickly so I can evaluate how well they meet the criteria you requested.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 16:44:39","395"
"A1Y0Y6U906ABT5","cs_wg_v3_real2","3ERMJ6L4DYTIIOG4WEROWO7VAM27MF","124191","2911195","Female","763","No","Think quickly and try to formulat answer in my head",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 16:45:36","396"
"A2VY16N1O40VEL","cs_wg_v3_real2","3I7DHKZYGN1XPAA4MY8E3E9QMFVF51","213812","2831662","Male","753","No","Try to remember as much as possible.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 16:45:52","397"
"A3R1O5UC9QJGKY","cs_wg_v3_real2","37UQDCYH6XW18BADA6SFJKQ81FE7VW","52191","1933570","Female","724","No","I did not have any strategy except depending on my memory of words from part 1.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 16:46:41","398"
"A16G6PPH1INQL8","cs_wg_v3_real2","31Z0PCVWUKGMVJ6O5BS0I22N4UY7TG","33393","1856576","Female","715","No","I tried to remember as many words as possible and put them in the notepad to examine them, but I think my panic at being timed really got the best of me as I found it difficult to remember them.  ",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 16:47:58","399"
"A2NEP51CWP5VQT","cs_wg_v3_real2","323Q6SJS8IH953UZN09NSBCGROMFHI","244271","4202969","Male","681","No","My strategy was just slight recall. I believe that the test simply goes for a little too long, I had trouble being able to remember the words for part 2 because after 112 of those words from part 1, I felt myself sort of slowing down.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 16:49:03","400"
"ALVNLAB9WP9I4","cs_wg_v3_real2","338JKRMM260E9CDRCKNVEA1PU89AH0","111172","2485213","Female","723","No","n o comment",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 16:52:50","401"
"A1DRDRFGZKQ6Q9","cs_wg_v3_real2","3LQ8PUHQFLTTFUWPO8F8V8P87GEHIB","81881","2482917","Female","700","No","I had to just think about the words really hard. Great survey",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 16:53:27","402"
"ABO9F0JD9NN54","cs_wg_v3_real2","3PQ8K71NHXLZZP5D6ED3XOELHDJAAP","65092","3788751","Female","734","No",,NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 16:53:37","403"
"A2W8ZV9DQWVHJK","cs_wg_v3_real2","3RJSC4XJ10V6S6VEJGPT07MMGD650N","672902","3586015","Female","559","No","No I do not. I had a hard time remembering the words from Part  2, and i also ran out of time so I sent my MTURK ID. In the past you all have been understanding so I was not to worried. Please let me know if you need anything else. I will now send the correct code. ",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 16:55:51","404"
"ANMXMEB55AGM6","cs_wg_v3_real2","3PXX5PX6LXZ4IZA5CSDZSZYRZV4ABK","50412","2232104","Male","699","No","I didn't have one.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 17:02:52","405"
"AOMTL7RWZTP3Z","cs_wg_v3_real2","37XITHEISWAFRLOSS3VGY9TJHKSCR1","1491274","4887405","Male","704","No","To try and remember the words the best I could, I wanted to make sure I got a word in the answers.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 17:14:07","406"
"A1JQJAWQ9YWTC3","cs_wg_v3_real2","3B3WTRP3DB3WP3041T6OVBK3Z7929V","70110","1662470","Female","689","No","My strategy was to write down as many as I remember and sort through quickly.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 17:17:01","407"
"AUQR7TGWV00V7","cs_wg_v3_real2","3I33IC7ZWF3AUMA9TZKOR6VN5PR2AA","392654","2545630","Male","749","No",,NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 17:17:11","408"
"AZNIEFUIVB2H0","cs_wg_v3_real2","39JEC7537U27KS591N0QZ6IM2Q5CVU","93598","2828733","Male","736","No","No, not much of a strategy since I really hate math and I forgot everything",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 17:24:23","409"
"AVXEDARJC5HLU","cs_wg_v3_real2","3DY46V3X3PJ5NDHFGMV5H2IDXLH558","106669","2623276","Male","758","No","I just tried to remember the words. I have terrible short term memory",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 17:31:02","410"
"AOWW3URQNRJ6U","cs_wg_v3_real2","3LUY3GC63Z1O3RDHOUJGDS1QFRD7PB","349357","3988033","Male","730","No","I just tried to remember all the words first and then their value.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 17:33:07","411"
"A37SC1GEPN73AN","cs_wg_v3_real2","3FTYUGLFSUM0RQW8VSDOFE65A2FD5O","91895","2310348","Male","618","No","to try and remember the words",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 17:37:31","412"
"A3RAQZNM5V6A2M","cs_wg_v3_real2","3QEMNNSB2X0FEUARJLSLDYK118A7DX","67057","2225908","Male","737","No","I just tried to remember which words I could.... I have a headache :/",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 17:40:59","413"
"A1T79J0XQXDDGC","cs_wg_v3_real2","3KXIR214I4HVSXUSKYAXE39NDFV24Z","242825","2240139","Female","667","No","I didn't really have a strategy, the timer made it very difficult for me to think.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 17:46:28","414"
"A31MUX0WVEC6XU","cs_wg_v3_real2","3VP0C6EFSGXZEO2ZD4MWQA7ZFCDM6S","37620","1791946","Female","633","No",,NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 17:51:26","415"
"A3KA08ZKNCAAXO","cs_wg_v3_real2","378XPAWRUCEE57OBI25GEM24ULOAIT","151059","2617757","Female","754","No","I didn't really have a strategy in part 2 other than to try to not answer the first question that wasn't timed until I was a little more clear of how I was going to answer in the timed question that followed.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 17:51:39","416"
"A37S96RT1P1IT2","cs_wg_v3_real2","3M0BCWMB8VX1PCD8DX9RAOVIRF2WBE","68871","1899857","Female","743","No","I took each question separately and tried to keep in mind the word that I had used previously.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 17:55:42","417"
"A1DS5O8MSI3ZH0","cs_wg_v3_real2","3LQ8PUHQFLTTFUWPO8F8V8P87GEHIB","62211","2175936","Male","720","No","No comments. Just did the best I could. My memory is pretty bad. ",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 17:56:38","418"
"A2V3P1XE33NYC3","cs_wg_v3_real2","3XLBSAQ9Z4DIHVFNB3HI4Q34PRFZ7L","78754","2062345","Male","689","No","Work quickly regardless of it was right",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 17:57:01","419"
"A1FYSXD0MJXPMG","cs_wg_v3_real2","33NF62TLXJ3GCVH3CB35K1K0CD2JKQ","52977","2084327","Female","702","No","Thank you for the opportunity to participate in this study. It was very interesting and engaging. I did not have a particular strategy for part 2 other than trying to keep all of the words in my mind.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 17:57:06","420"
